Id,Name,Longitude,Latitude
354,BOWER ROAD - BARTLEY TERRACE - GOLDSWORTHY ROAD,138.493056303195,-34.8518093945323
355,GRANGE ROAD - FREDERICK ROAD,138.505621036897,-34.9068138139424
356,PORT WAKEFIELD ROAD - MARTINS ROAD,138.596771456609,-34.7941623787556
357,SOUTH ROAD - PANALATINGA ROAD,138.546253683548,-35.0813437416151
358,OLD SOUTH ROAD  - GRANT ROAD - REYNELL ROAD,138.539283162585,-35.0939849344208
359,MAIN NORTH ROAD - EDGEWORTH STREET,138.602142228434,-34.8768991343098
360,FULLARTON ROAD - FERGUSON AVENUE,138.626139298883,-34.9605865964669
362,NORTH EAST ROAD  TARTON ROAD,138.665057043071,-34.8527740827067
363,MARION ROAD - GALWAY AVENUE,138.553705181828,-34.9491421642411
364,SOUTH ROAD - LANDER ROAD,138.550275887813,-35.0755566644532
365,HENLEY BEACH ROAD - VICTORIA STREET,138.574450043386,-34.9235869650097
367,MAIN NORTH ROAD - DARLINGTON STREET,138.600639037765,-34.8540978728522
368,FULLARTON ROAD - CLAREMONT AVENUE - KITCHENER ST,138.626928271059,-34.9708158116457
369,PORT WAKEFIELD ROAD  RYANS ROAD,138.596175409934,-34.7883449662961
371,MAIN NORTH ROAD,138.608048483554,-34.8376564504345
372,MONTAGUE ROAD - BELALIE ROAD,138.641649478565,-34.8261155715557
373,CROSS ROAD -VICTORIA AVENUE -HILDA TERRACE,138.598903093496,-34.9659465559616
374,GLEN OSMOND ROAD -CONYNGHAM ST-BEVINGTON ROAD,138.634450318931,-34.9518331601667
375,ANZAC HIGHWAY - ADELPHI TERRACE,138.514086420325,-34.9765619439175
384,GRAND JUNCTION ROAD  GALLIPOLLI DR,138.5738490942,-34.8498970556172
385,MAIN SOUTH ROAD - VICTOR HARBOR ROAD,138.493979061303,-35.1826135887838
386,CORMACK ROAD JOHANSSON ROAD,138.569846135348,-34.8402523538256
396,BRIDGE STREET  - MANNUM ROAD  - SWANPORT ROAD,139.273758948763,-35.1200793247383
400,MARION ROAD - FINNISS STREET,138.557955456026,-35.0062183245852
401,MARION ROAD - ALAWOONA AVENUE,138.558067496357,-35.0076088298924
402,THE GOLDEN WAY - TENISON PLACE - ACCESS ROAD,138.693525883231,-34.7927178054296
404,SOUTH ROAD  - MITSUBISHI ACCESS,138.575918385385,-35.0078766991099
406,WATERLOO CORNER ROAD -BAGSTERS ROAD -MARTINS ROAD,138.631216903301,-34.7559470380214
407,BRIDGE ROAD THE GROVE WAY,138.681248711423,-34.7722093045725
408,THE GOLDEN WAY - THE GROVE WAY,138.697445372939,-34.7904931808739
409,HANSON ROAD CHAMBERLAIN ST,138.545895373898,-34.8382206795134
410,GOLDEN GROVE ROAD -THE GROVE WAY -YATALA VALE,138.708748173365,-34.7955026765747
411,ELIZABETH WAY  MOUNTBRATTEN SQUARE,138.665915080378,-34.7172931767515
412,GOLDEN GROVE ROAD -GRENFELL ROAD,138.699389212368,-34.8070547930849
413,THE GOLDEN WAY  HELICON DR,138.692022985337,-34.7937080166606
414,GOLDEN GROVE ROAD - MILNE ROAD RN,138.694858388611,-34.8174626543439
415,RESERVOIR ROAD - MONTAGUE ROAD,138.687497886044,-34.8281500863682
416,WALKLEYS ROAD - MONTAGUE ROAD,138.646368075471,-34.8274150112888
417,GRAND JUNCTION ROAD - VALLEY ROAD,138.701607798324,-34.8432475231382
418,GRAND JUNCTION ROAD - WANDANA AVENUE,138.659693784938,-34.8456031548798
419,LOWER NORTH EAST ROAD - BALMORAL ROAD,138.680228630922,-34.8639457523187
420,BRIENS ROAD - ROMA MITCHELL SECONDARY COLLEGE,138.620890703729,-34.842388870598
421,HAMPSTEAD ROAD - FOLLAND AVENUE,138.618178430426,-34.8587159066117
422,LOWER NORTH EAST ROAD-VALLEY ROAD,138.702374545908,-34.8526377535904
424,SUDHOLZ ROAD - LYONS ROAD,138.65708971226,-34.8583813775546
427,LOWER NORTH EAST ROAD - GEORGE STREET,138.675697453907,-34.8694935891221
428,HANSON ROAD - RIDLEY GROVE,138.547625614287,-34.8642812504756
429,WATERLOO CORNER ROAD   WHITES ROAD NTH,138.620995901603,-34.7497526558141
430,THE GROVE WAY -ATLANTIS DRIVE-AEOLIAN STREET,138.696929701577,-34.7889959129845
431,FREDERICK ROAD - TRIMMER PARADE,138.504578495949,-34.8920895626469
432,CURTIES ROAD (LEFT CARRIAGE)  PEACHEY ROAD,138.679326974454,-34.6717970197722
434,BEACH ROAD - HANNAH ROAD,138.496957956936,-35.1380995994536
435,BEACH ROAD - MORTON ROAD,138.498892229285,-35.1380043460058
438,GRREENHILL ROAD - DEVEREUX ROAD,138.651388101542,-34.9388019395351
439,SUDHOLZ ROAD - DANBY AVENUE,138.660666306102,-34.8610736386809
440,MORPHETT ROAD - BRAY STREET,138.538146471983,-34.981370407982
441,SOUTH ROAD  WING ST,138.563186361885,-34.8365762167596
442,SOUTH ROAD  SOUTH TERRACE,138.563689235888,-34.8388039431746
443,OAKLANDS ROAD - HENDRIE STREET - SCHOOL ENTRANCE,138.548154106971,-34.9954284773775
445,BRIGHTON ROAD -THE CRESCENT,138.522600100778,-35.0123975746506
446,SOUTH ROAD - CELTIC AVENUE,138.575381108455,-34.9997257294669
447,SEACOMBE ROAD - DAVENPORT STREET - NEATH AVENUE,138.532936181369,-35.0297719067308
448,LONSDALE ROAD - MAJORS ROAD,138.535103312605,-35.0550295678497
449,SHERRIFFS ROAD - BRODIE ROAD,138.50933876249,-35.1059572468325
450,Wireless Road - Riddoch Highway,140.787988601471,-37.8138429183646
451,GOLDSMITH DRIVE  - HONEYPOT ROAD,138.499444661016,-35.1446953579041
452,SOUTH ROAD - RANDELL ROAD - CONINGTON CRESCENT,138.523191365973,-35.1197808522351
453,MAIN NORTH RD - TIVER RD,138.724533081418,-34.6395901086288
454,SHERRIFFS ROAD -DYSON ROAD -LONSDALE ROAD,138.498956149831,-35.1065005719001
455,BEACH ROAD - ROY TERRACE,138.474194448052,-35.1393036437912
456,MONTACUTE ROAD - FOREST AVENUE RN,138.681142243652,-34.8882677609978
457,COMMERCIAL ROAD -WILTSHIRE ST-PONTON ST-SOUTH TERRACE,138.649561448505,-34.7619461663953
458,HANSON ROAD - CHAPMAN ROAD - NINTH AVENUE,138.547504514515,-34.8624668399545
459,MAIN NORTH ROAD - ULEY ROAD,138.690380069011,-34.6887214341447
460,PARK TERRACE - HAWKER STREET  - BARTON ROAD,138.584048593654,-34.9026927172764
461,MAIN NORTH ROAD - ANDERSON WALK,138.693274241386,-34.6839350504231
462,SEMAPHORE ROAD - CAUSEWAY ROAD,138.492588848735,-34.8405494686639
464,GLYNBURN ROAD  MARIAN ROAD,138.657380241191,-34.9009377416996
466,CHIEF STREET - HAWKER STREET,138.578835478333,-34.8987486238309
467,KENIHANS ROAD - BYARDS ROAD,138.55866403871,-35.0825589161601
469,BEACH ROAD - GOLDSMITH DRIVE,138.501903162084,-35.1378681739439
470,PARK TERRACE -NORTH ST,138.643249895549,-34.7637803801098
471,SOUTH ROAD - PYM STREET,138.571744058258,-34.8824345581991
472,WEST LAKES BOULEVARD -CLARK TERRACE -ALMA TC,138.521001369734,-34.8836905800347
473,PHILIP HIGHWAY - SWAN CRESCENT - BLAKE ROAD,138.661746290573,-34.7335036511129
474,HANSON ROAD - CORMACK ROAD,138.546042403631,-34.8413698075139
475,UNLEY ROAD - UNLEY SHOPPING CENTRE,138.607521689785,-34.9512513674479
476,GRAND JUNCTION ROAD - PAULS DRIVE,138.655151847287,-34.8457410080177
477,PORT ROAD - CHIEF STREET,138.572068627407,-34.9056000146467
478,UNLEY ROAD - OXFORD TERRACE - ARTHUR STREET,138.607466568893,-34.9505110682092
479,SOUTH ROAD -WEST THEBARTON ROAD-ASHWIN PARADE,138.565914081655,-34.9146538524753
480,NEWTON ROAD - PLAYFORD ROAD,138.673952884786,-34.88482182682
481,GRAND JUNCTION ROAD  NEWCASTLE ST,138.521444717971,-34.8518056401657
482,GOODWOOD ROAD - RIDLEY SHOWGROUND ENTRANCE,138.589200983671,-34.9453809172123
483,PORT WAKEFIELD ROAD - CHURCHILL ROAD,138.59846545938,-34.8276683171109
484,MAIN NORTH ROAD - CRAIGNORE ROAD - CURTIS ROAD,138.696447244566,-34.6789194616112
485,NORTH CITY RING ROUTE MELBOURNE ST,138.611097201694,-34.9049945769699
486,GRAND JUNCTION ROAD -BOWER ROAD -OLD PORT ROAD,138.502209572036,-34.8525206890862
487,TORRENS ROAD - CHIEF STREET,138.581959179298,-34.8955835428613
488,BURBRIDGE ROAD - RAIL TERMINAL ACCESS ROAD,138.580346816182,-34.9303845349763
489,DARLEY ROAD - GAMEAU ROAD,138.663034019257,-34.8670691030557
490,LOWER NORTH EAST ROAD -ANN STREET,138.663547083057,-34.8783116761959
491,SMART ROAD - BUSWAY ACCESS ROAD,138.694892181828,-34.8331135841015
492,NORTH EAST ROAD  PITMAN ROAD,138.651381148955,-34.8602905673056
493,TAPLEYS HILL ROAD - WARREN AVENUE,138.516772413476,-34.9626894415379
494,MCINTYRE ROAD  THE GOLDEN WAY - SLIP LANE,138.675213316654,-34.81167963105
495,MCINTYRE ROAD  MILNE ROAD,138.677423936473,-34.8182037365649
496,MCINTYRE ROAD  MONTAGUE ROAD,138.679878338588,-34.8285188002701
497,MCINTYRE ROAD  WRIGHT ROAD,138.680372101614,-34.8339102376839
498,NORTH EAST ROAD  MCINTYRE ROAD,138.6806196182,-34.835609798374
500,APPROX  SOUTH OF BERKELEY ST,138.528920102596,-34.8684006935257
501,PORT WAKEFIELD ROAD -BOLIVAR ROAD,138.592993080386,-34.7632384470607
502,PANALATINGA ROAD - REYNELL ROAD,138.546697604224,-35.0936124291893
503,PANALATINGA ROAD - PIMPALA ROAD,138.54748139337,-35.1040580409211
504,PANALATINGA ROAD - BAINS ROAD,138.548221176132,-35.1145117608825
506,PANALATINGA ROAD -KENIHANS ROAD -OLD SOUTH ROAD,138.546236355406,-35.0830200861816
507,SOUTH ROAD - ROBINSON ROAD  - GRIFFITHS DR,138.490237849216,-35.1907300140609
508,COMMERCIAL ROAD - GRIFFITHS DRIVE,138.477742385967,-35.1935531110533
511,FLAGSTAFF ROAD - ATLEY STREET,138.570565120238,-35.0451171612018
512,CORMACK ROAD  - WINGFIELD ROAD,138.550640809525,-34.8411650562154
514,SOUTH ROAD -SEAFORD ROAD -PATAPINDA ROAD,138.49590513228,-35.1799581878969
515,THE GOLDEN WAY  GRENFELL ROAD,138.684690467918,-34.8038549713708
516,THE GROVE WAY - MARIE CLARKE DRIVE,138.698115776107,-34.7927145898768
517,Woodville Rd Rail Crossing,138.538316888326,-34.8775250000492
518,COMMERCIAL ROAD - TILLER DRIVE - MAIN STREET,138.477182465017,-35.1871593869183
520,SEMAPHORE ROAD  - ESPLANADE,138.48029336471,-34.8382308877987
521,MONTACUTE ROAD HECTORVILLE ROAD,138.664883153117,-34.8890832431578
522,GAWLER SOUTH I-CH RAMP  - TRINITY DRIVE,138.734226222366,-34.6281136665727
524,EASTERN PARADE - BEDFORD STREET,138.527451780647,-34.8403620809519
525,PARK TERRACE - WILTSHIRE STREET,138.644111403194,-34.7638331216219
526,MARION ROAD - SOUTHERN EXPRESSWAY,138.559414844426,-35.0242047830404
527,SOUTH ROAD - SOUTHERN EXPRESSWAY (NORTH),138.564087396854,-35.0222163433236
530,STURT ROAD - MARION SHOPPING CENTRE,138.543658619375,-35.017910049531
531,GREENHILL ROAD - CONYNGHAM STREET,138.633607489615,-34.9396376619818
533,NORTH EAST ROAD  TTP CAR PARK ENTRY,138.689871911818,-34.8304399790503
534,COMMERCIAL ROAD  - SEAFORD ROAD,138.476684255284,-35.1809021562108
535,SOUTH ROAD SOUTHERN EXPRESSWAY,138.508378843254,-35.1658918757214
540,PORT ROAD LIGHT TERRACE-THEBARTON,138.578357227103,-34.9172644592591
541,LONSDALE ROAD   MEYER ROAD,138.49969589935,-35.1020357050644
542,FREDERICK ROAD - BREBNER DR,138.503825398709,-34.8815450050492
545,GRIFFITHS DR - APPROX  EAST OF GRAND BVD,138.483480706489,-35.1915722542868
547,BEACH ROAD  BEACH ROAD RAMP TO ADELAIDE,138.505267223687,-35.1376670865742
548,BEACH ROAD  SOUTHERN EXPRESSWAY RAMP,138.506531142097,-35.1376029718127
549,MARION ROAD  MARION ROAD RAMP TO ADELAIDE,138.559396487523,-35.0233480273384
551,Churchill Rd - Churchill Centre Access,138.583420339323,-34.8651244851492
552,Golden Grove Rd - Grenfell Rd East,138.700441134052,-34.8061731676598
556,Alawoona Avenue Level Crossing,138.566045082372,-35.0083010154357
557,DAVID TERRACE  BELMORE TERRACE,138.549009234812,-34.885457765477
559,MAIN NORTH ROAD  KESTERS ROAD,138.63897951264,-34.800542200357
560,PORTRUSH ROAD  BEULAH ROAD,138.640755969972,-34.9178615625459
563,Port Road - Coglin Street,138.568814940045,-34.9031279949088
564,Churchill Rd - Kitchener St - GWA Access,138.583725904241,-34.8685111258763
565,Main North Rd - Liebherr Access,138.635237617685,-34.8048958939263
571,FIVEASH DRIVE; DAY DRIVE,138.590011634216,-35.0021627290418
572,SOUTH ROAD: TAIT STREET,138.570862187422,-34.8874922567862
573,SOUTH ROAD; DARTMOUTH STREET,138.569529402728,-34.8900258002016
1002,DAWS ROAD  W OF PERCY AVENUE MITCHELL PARK,138.565613408861,-34.993292000835
1003,GOODWOOD ROAD  S OF ROSA STREET GOODWOOD,138.589636420905,-34.9514474777592
1006,MAIN NORTH ROAD  S OF BARKER ROAD PROSPECT,138.602654373013,-34.8826156509839
1007,MAIN NORTH ROAD  S OF KINTORE AVENUE PROSPECT,138.602975691846,-34.8869941987069
1012,HENLEY BEACH ROAD  E OF CUDMORE TERRACE HENLEY BEACH,138.501689632964,-34.9253210948895
1013,SHEPHERDS HILL ROAD  W OF EDEN AVE BELLEVUE HEIGHTS,138.589668616143,-35.0276584243457
1014,SOUTH ROAD  N OF ALBERT STREET CLARENCE GARDENS,138.573495099369,-34.9745551238734
1015,SOUTH ROAD  N OF PLEASANT AVENUE GLANDORE,138.572483901444,-34.9609497622062
1020,MORPHETT ROAD  S OF CLAINES AVENUE MORPHETTVILLE,138.538571914423,-34.9869139981956
1024,ST BERNARDS ROAD  S OF ARTHUR STREET MAGILL,138.675342540355,-34.9034463966033
1025,MAIN NORTH ROAD  S OF HAREWOOD AVENUE ENFIELD,138.601304759997,-34.8650641033271
1027,MARION ROAD  S OF WHEATON STREET SOUTH PLYMPTON,138.555392987264,-34.9722987664466
1028,SOUTH ROAD  S OF SOUTHERN AVENUE ST MARYS,138.575053958458,-34.9952208752858
1029,GOODWOOD ROAD  N OF CARLISLE ROAD WESTBOURNE PARK,138.59101126605,-34.9695583410386
1030,GREENHILL ROAD   E OF CLARK STREET WAYVILLE,138.597333414131,-34.9413232139661
1031,UNLEY ROAD  N OF FREDERICK STREET UNLEY,138.6073646521,-34.9491207815035
1033,BRIGHTON ROAD  N OF BALMORAL AVENUE NORTH BRIGHTON,138.521938492728,-35.0034596807416
1035,MARION ROAD  S OF EVERLY ROAD MARION,138.557389465364,-34.998724800124
1038,HENLEY BEACH ROAD  W OF HENLEY STREET MILE END,138.55936861252,-34.9242944532847
1039,GOODWOOD ROAD  S OF AVER AVENUE DAW PARK,138.591985241073,-34.9808010036241
1056,DIAGONAL ROAD  SE OF KEYNES AVENUE WARRADALE,138.535334748943,-35.0035432754873
1059,BURBRIDGE ROAD  E OF DAVIS ST WEST BEACH,138.509775111714,-34.9355564685019
1061,UNLEY ROAD  N OF YOUNG STREET UNLEY,138.607010811238,-34.9443449803645
1063,MARION ROAD  S OF PETER STREET MARION,138.557875160784,-35.0052341155825
1067,GOODWOOD ROAD  N OF FRANCIS STREET KINGS PARK,138.590485410473,-34.9624623212046
1068,SHEPHERDS HILL ROAD  E OF GLADSTONE ROAD BLACKWOOD,138.615782921776,-35.0212873536655
1069,NORTH EAST ROAD  SW OF WINDSOR GROVE WINDSOR GARDENS,138.641527925693,-34.8679157553997
1072,LOWER PORTRUSH ROAD  NW OF BEASLEY STREET MARDEN,138.633838063845,-34.8923500183998
1073,PORTRUSH ROAD  N OF JONES AVENUE TRINITY GARDENS,138.640098084624,-34.9091133317556
1074,REGENCY ROAD  W OF BURNS AVENUE SEFTON PARK,138.608502290382,-34.8733463972174
1075,BRIGHTON ROAD  N OF BARWELL AVENUE SEACLIFF,138.524461129859,-35.0367927769952
1077,HAMPSTEAD ROAD  N OF WINDSOR AVENUE CLEARVIEW,138.618545615485,-34.8638075205386
1079,THE GOLDEN WAY  NE OF BOTANY DRIVE GOLDEN GROVE,138.706502129456,-34.7850567956448
1080,MARION ROAD  S OF PASSMORE STREET RICHMOND,138.552977951062,-34.9389859985836
1082,UNLEY ROAD  N OF MARLBOROUGH STREET MALVERN,138.608158908996,-34.9587101389578
1083,TAPLEYS HILL ROAD  N OF BRENTHORPE ROAD SEATON,138.513224538676,-34.8851002070116
1094,PORTRUSH ROAD  STAFFORD GROVE HEATHPOOL,138.641747935832,-34.9306188843331
1103,PORTRUSH ROAD  S OF HAY ROAD LINDEN PARK,138.643048676645,-34.9475109910452
1104,GRAND JUNCTION ROAD  W OF FLORENCE AVENUE GEPPS CROSS,138.594529126873,-34.8483518235381
1108,MULLERS ROAD  E OF IVY STREET GREENACRES,138.625973846605,-34.8717327366869
1109,BRIDGE ROAD  SW OF BEAFIELD ROAD PARA HILLS WEST,138.65259045922,-34.803086448974
1111,NORTHCOTE TERRACE  N OF EDWIN TERRACE MEDINDIE,138.609282164432,-34.897774027382
1113,SOUTH ROAD  N OF PACKARD AVENUE CROYDON PARK,138.571499997576,-34.8788327771239
1116,SPRINGBANK ROAD  E OF TORONTO AVENUE CLAPHAM,138.602879782149,-34.9903108892097
1119,GOODWOOD ROAD N OF WINDSOR AVENUE DAW PARK,138.592450325945,-34.986985312675
1128,DIAGONAL ROAD  NW OF DUNROBIN ROAD WARRADALE,138.539057104175,-35.0087481307821
1129,PORTRUSH ROAD  S OF HARCOURT ROAD PAYNEHAM,138.63961448945,-34.902306685428
1134,TAPLEYS HILL ROAD  S OF MCFARLANE STREET GLENELG NORTH,138.517171419984,-34.9708738132034
1136,GRANGE ROAD  E OF HART STREET KIDMAN PARK,138.523001271779,-34.9059795596931
1138,GRAND JUNCTION ROAD  W OF COLES STREET ENFIELD,138.605097764867,-34.8477942343432
1142,GEORGE STREET N OF YOUNG STREET PARKSIDE,138.613005352514,-34.9441384504812
1143,GRAND JUNCTION ROAD  E OF STIRLING STREET NORTHFIELD,138.622944220991,-34.847405296955
1144,SEACOMBE ROAD  E OF YERONG STREET SEACOMBE GARDENS,138.546190134373,-35.0288959535161
1145,BELAIR ROAD  N OF SEAFIELD AVENUE KINGSWOOD,138.608964996317,-34.9701567587706
1146,CROSS ROAD  E OF CHURCHILL AVENUE CLARENCE PARK,138.58706944188,-34.9665502538125
1149,PROSPECT ROAD  N OF METHUEN STREET FITZROY,138.594522251238,-34.8951297926149
1152,CHURCHILL ROAD  N OF GOODMAN AVENUE BLAIR ATHOL,138.582910439274,-34.8571362067977
1154,STURT ROAD  W OF GRANDVIEW GROVE STURT,138.55496208633,-35.0173361313188
1157,SMART ROAD  W OF HATHERLEIGH AVENUE MODBURY,138.690160360771,-34.8334204501259
1159,NORTH TERRACE  SW OF TRINITY STREET COLLEGE PARK,138.621017135974,-34.9165479988172
1160,FREDRICK ROAD  S OF GLENBURNIE STREET SEATON,138.504121766767,-34.8858510732424
1162,CRITTENDEN ROAD  NW OF THAIN AVENUE FINDON,138.537576349855,-34.8990371145115
1163,TAPLEYS HILL ROAD  S OF CHIPPENDALE AVENUE FULHAM,138.517644213917,-34.9297950081786
1168,KENSINGTON ROAD  W OF VICTORIA TERRACE ROSE PARK,138.627788082868,-34.9276966106133
1174,ASCOT AVENUE  SE OF TONKIN STREET VALE PARK,138.625544738816,-34.8858867950379
1175,ADDISON ROAD  S OF BUTLER AVENUE PENNINGTON,138.529149709149,-34.8570738621202
1178,GLEN OSMOND ROAD  SE OF FISHER STREET GLEN OSMOND,138.638218270642,-34.9563598613438
1181,NORTH EAST ROAD  E OF ELIZABETH STREET TEA TREE GULLY,138.725507534885,-34.8207352879367
1186,TAPLEYS HILL ROAD  S OF SHEPPARD STREET ROYAL PARK,138.512169597993,-34.8696545274153
1189,MAIN ROAD  N OF SHEPHERDS HILL ROAD BLACKWOOD,138.616527469383,-35.0205537643533
1190,VICTORIA ROAD  S OF KOLAPORE AVENUE LARGS NORTH,138.501337770981,-34.8162547199357
1193,MCINTYRE ROAD  NW OF BOOLOO STREET PARA HILLS WEST,138.652830524639,-34.7953922020826
1195,SOUTH ROAD  N OF WALSH AVE ST MARYS,138.575599178037,-35.0031015691358
1200,MORPHETT ROAD  S OF SHERWOOD DRIVE OAKLANDS PARK,138.539876594581,-35.00406816249
1202,HENLEY BEACH ROAD  W OF EAST STREET TORRENSVILLE,138.562218269246,-34.924162381977
1209,BRIDGE ROAD  NE OF WILLIAMSON ROAD PARA HILLS,138.645874983374,-34.8105563532138
1210,GLYNBURN ROAD  S OF YOUNG STREET BURNSIDE,138.659890310593,-34.934702035506
1211,FIVEASH DRIVE  NE OF DAY DRIVE PASADENA,138.590770982818,-35.0016729880458
1213,JOHN RICE AVENUE  W OF OSLER STREET ELIZABETH VALE,138.669691540427,-34.7480532538994
1223,KENSINGTON ROAD  E OF HAMILTON STREET ERINDALE,138.662714040197,-34.9258496576751
1230,BYARDS ROAD  N OF HEWLETT PACKARD STREET REYNELLA EAST,138.559373571069,-35.0918671718917
1232,KENSINGTON ROAD  E OF SHIPSTERS ROAD KENSINGTON,138.65057970594,-34.9264629161401
1237,MARION ROAD  N OF HAWSON AVENUE NORTH PLYMPTON,138.554205185781,-34.9558952099016
1238,THE GOLDEN WAY  S OF GOLDEN GROVE ROAD GREENWITH,138.718946530873,-34.7696402639475
1239,HENLEY BEACH ROAD  W OF KENTON STREET LOCKLEYS,138.526555860399,-34.9260915555608
1243,MAGILL ROAD  E OF BIRKINSHAW AVENUE TRANMERE,138.66663201409,-34.9135023801024
1245,PROSPECT ROAD  N OF GLADSTONE ROAD BLAIR ATHOL,138.592325684161,-34.8627951032701
1246,GOODWOOD ROAD  N OF KYEEMA AVENUE CUMBERLAND PARK,138.591345610014,-34.9738469732619
1254,PORTRUSH ROAD  S OF FOWLERS ROAD GLEN OSMOND,138.643715564893,-34.9563404810695
1257,VICTORIA ROAD  S OF DIMBOOLA STREET TAPEROO,138.501297233686,-34.8049314061729
1273,BEACH ROAD  E OF MAJORCA ROAD HACKHAM WEST,138.511838215241,-35.1373785883247
1290,HAMPSTEAD ROAD  S OF MAIN PARADE CLEARVIEW,138.617649861452,-34.8520164675187
1291,PORT ROAD  AT GARNET STREET WELLAND,138.557828476863,-34.8961195114657
1293,ADELAIDE ROAD N OF HILL STREET MOUNT BARKER,138.852951824873,-35.0617961318846
1301,DUTHY STREET NEAR WINCHESTER STREET MALVERN,138.615032215389,-34.9603328173137
1313,GLEN OSMOND ROAD NEAR QUEENS LANE MYRTLE BANK,138.641583922546,-34.9604188778039
1314,WELLINGTON ROAD  E OF FLAXLEY ROAD MOUNT BARKER,138.857919411409,-35.0735135825148
1315,BLACK ROAD  W OF GLENDALE AVE FLAGSTAFF HILL,138.614394080191,-35.0584997640418
1322,PARK TERRACE  S OF COMMERCIAL ROAD SALISBURY,138.650025882926,-34.7675264783613
1324,REGENCY ROAD  E OF HUMPHRIES TERRACE KILKENNY,138.555990075636,-34.8758173761154
1326,MARION ROAD  S OF TORRENS ST BROOKLYN PARK,138.55226811213,-34.9293530211443
1333,MAIN NORTH ROAD NEAR AUDREY AVENUE BLAIR ATHOL,138.601095741755,-34.8620940807706
1338,KLEMZIG I CH NE BUSWAY-  E OF OG ROAD KLEMZIG,138.639648804653,-34.8861976641664
1344,GREENHILL ROAD W OF GARTRELL STREET BURNSIDE,138.662429101899,-34.9382036546039
1347,CHURCHILL ROAD  NEAR GLADSTON ROAD PROSPECT,138.584817446261,-34.8846603564126
1348,SOUTH TERRACE  SALEYARD ROAD  WOODSIDE ROADNAIRNE NAIRNE,138.902703002043,-35.0371356145206
1351,MAIN ROAD BELAIR- NW OF RUSSELL ST BELAIR,138.622984853909,-34.9984951700362
1352,GOODWOOD ROAD  NORTH OF ANGUS ST GOODWOOD,138.589828589813,-34.9538582312232
1353,LOWER NORTH EAST ROAD BETWEEN LENNOX ST & HEADING AVE CAMPBELLTOWN,138.660833018972,-34.882595675839
1360,GREENHILL ROAD   EAST OF HAMILTON BVD WAYVILLE,138.586479195914,-34.941874189874
1364,APPROX NORTH OF CULVERT ST UNLEY,138.607215942234,-34.9470805069988
1366,MAGILL ROAD - APPROX  E OF FRANK ST,138.65109161026,-34.9142666059617
1367,BRIGHTON ROAD - APPROX  S OF CECELIA ST,138.522286330933,-35.0082715290007
1375,Manton St PAC Near South Rd,138.566587898665,-34.904805220005
1378,Main North Rd - Prince Charles St PAC,138.672859295397,-34.7172818431596
1379,Cross Road - Rugby St PAC,138.610747322798,-34.9653509216575
1380,Greenhill Road PAC near Porter Street,138.609752668071,-34.9407840532064
1381,Victoria Road near Lowana Terrace,138.501309368937,-34.8110436337398
3001,NORTH TERRACE - KING WILLIAM STREET,138.599398980228,-34.9215405321688
3002,KING WILLIAM STREET HINDLEY STREET,138.59943302269,-34.9230016040908
3003,CURRIE STREET - KING WILLIAM STREET,138.599710085789,-34.9243863460381
3004,KING WILLIAM STREET - WAYMOUTH STREET,138.599636577642,-34.9257821880146
3005,KING WILLIAM STREET - FRANKLIN STREET,138.599683398744,-34.9271804081121
3006,WAKEFIELD ST -VICTORIA SQUARE,138.59993702165,-34.9286187746198
3007,KING WILLIAM STREET - GOUGER STREET,138.599925472208,-34.9301420477453
3009,KING WILLIAM STREET - STURT STREET,138.600173070172,-34.9329144845063
3011,SOUTH TERRACE - KING WILLIAM STREET,138.60052019401,-34.9356528276759
3016,GROTE STREET - KING WILLIAM ST WCWY,138.599180878452,-34.928648901679
3018,NORTH TERRACE  - PULTNEY STREET,138.605458271482,-34.9213085761387
3019,PULTNEY STREET - RUNDLE STREET,138.605549472627,-34.9226896422301
3020,PULTNEY ST - GRENFELL ST,138.605662291621,-34.9240801490948
3021,PULTNEY STREET - PIRIE STREET,138.605764173829,-34.9254704400481
3022,PULTNEY STREET - FLINDERS STREET,138.605866058079,-34.9268607307645
3023,WAKEFIELD STREET - PULTNEY STREET,138.60597783649,-34.9282872755263
3024,PULTNEY STREET - ANGAS STREET,138.606086213045,-34.9298309455165
3026,PULTNEY STREET - HALIFAX STREET,138.606301198514,-34.9326027312375
3028,SOUTH TERRACE - PULTNEY STREET,138.606504990514,-34.9353833099986
3029,MORPHETT STREET - HINDLEY STREET,138.593503031042,-34.9232989217677
3030,CURRIE STREET - LIGHT SQUARE S-N,138.592959306396,-34.9246764240741
3031,CURRIE STREET - LIGHT SQUARE N-S,138.594261310388,-34.9246932090121
3032,MORPHETT STREET - FRANKLIN STREET,138.593796862839,-34.9274785926574
3033,GROTE STREET - MORPHETT STREET,138.593905536541,-34.9290042452299
3034,MORPHETT STREET - GOUGER STREET,138.594005904742,-34.9304395850491
3035,SOUTH TERRACE - MORPHETT STREET,138.594413188065,-34.935982731377
3037,NORTH TERRACE  - FROME STREET,138.607793175957,-34.9211833089551
3038,FROME STREET - RUNDLE STREET,138.607906032424,-34.9225738155013
3039,NORTH TERRACE  - EAST TERRACE,138.610743775825,-34.9209619329067
3040,EAST TERRACE - RUNDLE ROAD,138.610799897836,-34.9224234403253
3041,WAKEFIELD STREET - HUTT STREET,138.612070967694,-34.9280376366049
3042,PORT ROAD WEST TERRACE SLIP LANE,138.586884568462,-34.9224373931595
