date,trans,rain,eva,max_temp,min_temp,max_humid,min_humid,wind,solar
16/12/2013,7,0.08,0,26.5,15.06,70.6,28.6,3.916,30.84
17/12/2013,6.36,0.48,0,26.12,15.5,78.8,26.6,3.532,28.38
18/12/2013,6.68,2.28,0,27.6,16.68,73.2,34,3.824,28.928
19/12/2013,6.96,2,0,28.02,16.7,75.4,30.4,4.15,30.684
20/12/2013,7.04,0.36,0,27.72,15.44,75.6,29.8,3.49,29.99
21/12/2013,6.88,0.12,0,28.8,16.88,73.8,25.8,3.53,28.038
22/12/2013,6.02,0.04,0,28.64,16.34,75.8,26.2,2.728,26.546
23/12/2013,7.7,0.28,0,29.66,16.24,74,25.4,3.676,32.606
24/12/2013,7.34,0.04,0,30.14,15.7,68,23.6,3.128,32.84
25/12/2013,6.98,0,0,28.76,16.76,68.8,27.6,3.374,29.936
26/12/2013,6.74,0,0,25.14,14.5,73.6,24.6,3.634,31.334
27/12/2013,6.42,0,0,25.9,13.58,69.6,30.6,3.176,30.438
28/12/2013,7.82,0,0,28.64,15.52,71.6,19.2,3.66,34.468
29/12/2013,7.3,0.24,0,28.78,14.18,74,23,3.188,34.308
30/12/2013,7.58,0.04,0,31.72,15.74,68.2,21.8,3.048,31.972
31/12/2013,8.32,0,0,34.26,16.44,65.2,10.4,2.664,34.444
