,site_no,hour_of_day,index,hourly_traffic_avg
754,3032,10,370.0,1878.1071038251368
755,3032,11,353.0,2043.64699453552
756,3032,12,436.0,2178.6038251366103
757,3032,13,359.0,2112.162295081966
758,3032,14,300.0,2174.6404371584704
759,3032,15,279.0,2369.1251366120227
760,3032,16,326.0,2691.853551912568
761,3032,17,392.0,2976.07349726776
762,3032,18,437.0,1875.4142076502735
763,3032,19,256.0,1262.9655737704927
764,3032,20,158.0,941.2934426229504
765,3032,21,103.0,861.9770491803278
766,3032,22,77.0,720.3295081967211
767,3032,23,54.0,486.01530054644786
768,3033,0,,555.2601092896177
769,3033,1,,412.61366120218605
770,3033,2,,344.85792349726773
771,3033,3,,317.667213114754
772,3033,4,,366.1661202185791
773,3033,5,,561.1322404371588
774,3033,6,,1053.6502732240433
775,3033,7,,2313.49344262295
776,3033,8,,3271.71256830601
777,3033,9,,2666.8852459016393
778,3033,10,,2528.0344262295093
779,3033,11,,2746.1803278688517
780,3033,12,,2938.283060109291
781,3033,13,,2893.1972677595622
782,3033,14,,2929.415846994534
783,3033,15,,3070.977595628416
784,3033,16,,3263.306557377049
785,3033,17,,3472.874453551912
786,3033,18,,2541.5382513661175
787,3033,19,,1914.433333333333
788,3033,20,,1483.0005464480867
789,3033,21,,1351.5732240437153
790,3033,22,,1136.3841530054658
791,3033,23,,790.6049180327865
792,3034,0,31.0,454.28852459016395
793,3034,1,22.0,308.3792349726775
794,3034,2,18.0,234.24426229508208
795,3034,3,12.0,199.71311475409848
796,3034,4,41.0,197.3344262295082
797,3034,5,65.0,277.5147540983606
798,3034,6,245.0,622.1956284153002
799,3034,7,452.0,1679.0934426229499
800,3034,8,770.0,2664.31967213115
801,3034,9,589.0,2144.612021857922
802,3034,10,484.0,2039.9743169398917
803,3034,11,621.0,2260.6071038251375
804,3034,12,626.0,2470.2355191256843
805,3034,13,481.0,2409.521857923498
806,3034,14,367.0,2372.693989071038
807,3034,15,365.0,2427.6666666666647
808,3034,16,430.0,2564.0535519125697
809,3034,17,621.0,2790.9489071038233
810,3034,18,744.0,2086.5989071038252
811,3034,19,491.0,1666.5278688524577
812,3034,20,236.0,1255.679234972678
813,3034,21,178.0,1138.4622950819673
814,3034,22,118.0,965.8191256830613
815,3034,23,70.0,693.2677595628413
816,3035,0,23.0,234.3240437158471
817,3035,1,9.0,152.57267759562842
818,3035,2,4.0,114.47759562841543
819,3035,3,5.0,95.00163934426232
820,3035,4,10.0,109.96830601092887
821,3035,5,48.0,221.46885245901646
822,3035,6,154.0,594.6688524590166
823,3035,7,500.0,1521.6683060109292
824,3035,8,812.0,2278.450273224046
825,3035,9,543.0,1701.9333333333327
826,3035,10,380.0,1530.9907103825142
827,3035,11,312.0,1587.3590163934414
828,3035,12,332.0,1702.0819672131145
829,3035,13,368.0,1664.1792349726772
830,3035,14,296.0,1710.9453551912572
831,3035,15,354.0,1942.486338797815
832,3035,16,358.0,2200.0032786885263
833,3035,17,401.0,2485.7353825136624
834,3035,18,343.0,1606.2005464480887
835,3035,19,195.0,1036.6715846994546
836,3035,20,129.0,791.584699453552
837,3035,21,132.0,723.2464480874311
838,3035,22,72.0,590.1715846994535
839,3035,23,44.0,382.6060109289617
840,3036,0,,200.95792349726779
841,3036,1,,115.82513661202194
842,3036,2,,82.1535519125683
843,3036,3,,63.96284153005462
844,3036,4,,73.37486338797812
845,3036,5,,142.82076502732244
846,3036,6,,568.0185792349729
847,3036,7,,1159.9387978142072
848,3036,8,,1531.524043715847
849,3036,9,,1321.2338797814193
850,3036,10,,1254.7486338797814
851,3036,11,,1318.11693989071
852,3036,12,,1449.1830601092893
853,3036,13,,1380.4732240437152
854,3036,14,,1399.8038251366129
855,3036,15,,1564.8338797814213
856,3036,16,,1683.714207650273
857,3036,17,,1832.3184426229502
858,3036,18,,1281.3366120218577
859,3036,19,,886.4054644808742
860,3036,20,,771.056830601093
861,3036,21,,724.8540983606557
862,3036,22,,528.8486338797812
863,3036,23,,345.43879781420765
864,3037,0,22.0,640.7213114754097
865,3037,1,17.0,428.8327868852459
866,3037,2,16.0,332.7038251366119
867,3037,3,12.0,294.775956284153
868,3037,4,16.0,310.8163934426232
869,3037,5,54.0,474.36229508196715
870,3037,6,402.0,1217.237704918033
871,3037,7,593.0,2383.4989071038253
872,3037,8,678.0,3094.7158469945334
873,3037,9,498.0,2725.4901639344257
874,3037,10,369.0,2659.7486338797808
875,3037,11,362.0,2816.7054644808754
876,3037,12,471.0,3024.4038251366123
877,3037,13,395.0,2920.931693989069
878,3037,14,317.0,2964.097814207648
879,3037,15,305.0,3214.7513661202174
880,3037,16,229.0,3341.6562841530026
881,3037,17,242.0,3444.3859289617494
882,3037,18,201.0,2659.1065573770506
883,3037,19,145.0,1993.8284153005466
884,3037,20,151.0,1705.5699453551915
885,3037,21,71.0,1672.9852459016397
886,3037,22,65.0,1353.4442622950812
887,3037,23,34.0,989.0715846994538
888,3038,0,27.0,445.474863387978
889,3038,1,16.0,317.5590163934425
890,3038,2,12.0,247.274863387978
891,3038,3,12.0,193.36939890710394
892,3038,4,13.0,148.53661202185785
893,3038,5,26.0,154.11584699453547
894,3038,6,163.0,465.4726775956276
895,3038,7,421.0,1137.0879781420767
896,3038,8,834.0,1700.7912568306012
897,3038,9,424.0,1346.0683060109286
898,3038,10,285.0,1250.177049180328
899,3038,11,328.0,1361.9344262295092
900,3038,12,434.0,1489.8710382513661
901,3038,13,300.0,1430.8939890710385
902,3038,14,262.0,1454.2999999999993
903,3038,15,246.0,1582.4382513661194
904,3038,16,240.0,1692.2502732240434
905,3038,17,295.0,1757.7057377049189
906,3038,18,277.0,1317.5251366120226
907,3038,19,186.0,1021.9240437158467
908,3038,20,147.0,912.7409836065568
909,3038,21,92.0,886.3393442622951
910,3038,22,111.0,764.1797814207648
911,3038,23,56.0,614.5907103825134
912,3039,0,96.0,1145.841530054646
913,3039,1,46.0,807.2759562841533
914,3039,2,43.0,651.6961748633881
915,3039,3,25.0,582.3125683060106
916,3039,4,50.0,603.4502732240443
917,3039,5,244.0,866.6442622950821
918,3039,6,986.0,1727.577049180327
919,3039,7,1854.0,2830.698907103824
920,3039,8,2656.0,3450.446448087434
921,3039,9,2047.0,3328.6961748633876
922,3039,10,1548.0,3401.647540983604
923,3039,11,1463.0,3567.224043715846
924,3039,12,1726.0,3721.1311475409843
925,3039,13,1594.0,3650.0836065573762
926,3039,14,1485.0,3706.673224043715
927,3039,15,1690.0,3929.3114754098365
928,3039,16,1559.0,3970.0715846994517
929,3039,17,1834.0,4018.7356557377047
930,3039,18,1584.0,3391.9759562841546
931,3039,19,1015.0,2768.4278688524596
932,3039,20,681.0,2486.4928961748637
933,3039,21,541.0,2474.5464480874334
934,3039,22,403.0,2098.758469945356
935,3039,23,185.0,1649.565027322404
936,3040,0,27.0,569.5546448087434
937,3040,1,11.0,410.6513661202185
938,3040,2,5.0,326.0486338797812
939,3040,3,6.0,258.23825136612015
940,3040,4,7.0,188.86939890710374
941,3040,5,40.0,194.66885245901636
942,3040,6,182.0,549.8103825136614
943,3040,7,279.0,1481.3344262295077
944,3040,8,493.0,2299.4972677595633
945,3040,9,339.0,1794.2666666666657
946,3040,10,242.0,1713.9524590163933
947,3040,11,223.0,1839.0901639344268
948,3040,12,256.0,1951.5081967213125
949,3040,13,252.0,1902.3366120218568
950,3040,14,239.0,1933.778142076501
951,3040,15,261.0,2085.3852459016407
952,3040,16,214.0,2171.4038251366123
953,3040,17,312.0,2390.662704918031
954,3040,18,275.0,1796.156284153006
955,3040,19,170.0,1399.2032786885247
956,3040,20,104.0,1200.484699453552
957,3040,21,98.0,1144.975956284153
958,3040,22,66.0,978.4672131147544
959,3040,23,70.0,784.6469945355193
960,3041,0,28.0,349.8633879781421
961,3041,1,34.0,226.78524590163914
962,3041,2,11.0,161.78743169398905
963,3041,3,11.0,131.8300546448088
964,3041,4,21.0,165.88306010928957
965,3041,5,139.0,263.50546448087425
966,3041,6,450.0,713.3234972677601
967,3041,7,875.0,1840.6043715846993
968,3041,8,1406.0,3017.943715846995
969,3041,9,970.0,2364.5174863387974
970,3041,10,683.0,2233.201639344262
971,3041,11,682.0,2346.086338797816
972,3041,12,707.0,2470.6830601092897
973,3041,13,643.0,2361.394535519126
974,3041,14,589.0,2428.786338797815
975,3041,15,645.0,2590.8568306010943
976,3041,16,662.0,2653.214207650271
977,3041,17,707.0,2907.237978142074
978,3041,18,678.0,2133.088524590163
979,3041,19,390.0,1514.167213114754
980,3041,20,260.0,1120.812568306011
981,3041,21,216.0,1064.9863387978141
982,3041,22,154.0,893.2759562841526
983,3041,23,76.0,579.5338797814209
984,3042,0,36.0,766.1081967213114
985,3042,1,21.0,544.8103825136611
986,3042,2,27.0,444.82896174863356
987,3042,3,35.0,411.37377049180327
988,3042,4,33.0,451.75683060109276
989,3042,5,198.0,702.9109289617485
990,3042,6,494.0,1601.2245901639337
991,3042,7,431.0,2967.5950819672134
992,3042,8,489.0,3831.6519125683076
993,3042,9,360.0,3163.8530054644802
994,3042,10,247.0,3097.7595628415293
995,3042,11,226.0,3290.642076502729
996,3042,12,258.0,3463.6595628415316
997,3042,13,309.0,3374.8508196721336
998,3042,14,199.0,3441.1377049180333
999,3042,15,228.0,3659.9688524590165
1000,3042,16,228.0,3687.7939890710386
1001,3042,17,357.0,3685.5754098360626
1002,3042,18,281.0,2906.29617486339
1003,3042,19,149.0,2191.911475409836
1004,3042,20,92.0,1808.8196721311472
1005,3042,21,101.0,1772.7972677595633
1006,3042,22,73.0,1516.7743169398914
1007,3042,23,46.0,1136.8863387978145
1008,3043,0,26.0,816.412021857923
1009,3043,1,13.0,582.6923497267759
1010,3043,2,5.0,477.51092896174833
1011,3043,3,3.0,427.70655737704897
1012,3043,4,3.0,465.2590163934429
1013,3043,5,25.0,754.4956284152998
1014,3043,6,95.0,1662.0491803278692
1015,3043,7,138.0,3253.896174863387
1016,3043,8,278.0,4350.881967213114
1017,3043,9,136.0,3578.092896174861
1018,3043,10,105.0,3411.3180327868877
1019,3043,11,114.0,3599.6153005464475
1020,3043,12,118.0,3795.502732240437
1021,3043,13,92.0,3691.668852459019
1022,3043,14,103.0,3814.4278688524605
1023,3043,15,121.0,4231.895081967215
1024,3043,16,143.0,4486.591803278693
1025,3043,17,157.0,4708.554371584701
1026,3043,18,120.0,3425.0163934426178
1027,3043,19,76.0,2477.903825136611
1028,3043,20,40.0,2049.6218579234974
1029,3043,21,59.0,1984.1142076502758
1030,3043,22,36.0,1688.6612021857936
1031,3043,23,16.0,1222.8081967213104
1032,3044,0,5.0,805.8508196721307
1033,3044,1,3.0,572.6633879781422
1034,3044,2,3.0,473.57322404371587
1035,3044,3,3.0,440.7524590163935
1036,3044,4,5.0,562.4617486338794
1037,3044,5,65.0,1021.077049180328
1038,3044,6,116.0,2091.8825136612018
1039,3044,7,325.0,4018.6448087431677
1040,3044,8,547.0,5325.465027322405
1041,3044,9,281.0,4370.145355191257
1042,3044,10,243.0,4193.35300546448
1043,3044,11,182.0,4418.528415300547
1044,3044,12,203.0,4623.780874316937
1045,3044,13,212.0,4543.854098360656
1046,3044,14,170.0,4691.704371584697
1047,3044,15,142.0,5093.869398907105
1048,3044,16,153.0,5425.8131147541
1049,3044,17,202.0,5721.26693989071
1050,3044,18,140.0,4076.003825136613
1051,3044,19,76.0,2899.3043715846984
1052,3044,20,44.0,2348.7852459016394
1053,3044,21,43.0,2208.42349726776
1054,3044,22,44.0,1848.890710382512
1055,3044,23,21.0,1244.6612021857916
1056,3045,0,32.0,567.1076502732236
1057,3045,1,13.0,393.70218579234967
1058,3045,2,4.0,319.57267759562853
1059,3045,3,7.0,275.0404371584699
1060,3045,4,17.0,275.1076502732241
1061,3045,5,36.0,453.36338797814176
1062,3045,6,141.0,1070.326775956285
1063,3045,7,262.0,2094.8530054644816
1064,3045,8,386.0,2692.3857923497285
1065,3045,9,243.0,2370.039344262296
1066,3045,10,163.0,2385.2557377049166
1067,3045,11,165.0,2600.987978142078
1068,3045,12,164.0,2799.378142076502
1069,3045,13,174.0,2781.879781420766
1070,3045,14,160.0,2927.461202185792
1071,3045,15,145.0,3323.9950819672117
1072,3045,16,174.0,3764.861202185795
1073,3045,17,240.0,3989.8009562841535
1074,3045,18,207.0,2709.1715846994534
1075,3045,19,110.0,1837.1147540983607
1076,3045,20,75.0,1523.6202185792347
1077,3045,21,67.0,1506.2409836065572
1078,3045,22,48.0,1245.2989071038248
1079,3045,23,28.0,879.4344262295085
1080,3046,0,,503.802732240437
1081,3046,1,,344.10327868852465
1082,3046,2,,278.0863387978143
1083,3046,3,,244.6442622950818
1084,3046,4,,262.9666666666664
1085,3046,5,,438.39071038251325
1086,3046,6,,1031.478142076504
1087,3046,7,,1983.1551912568314
1088,3046,8,,2645.3431693989087
1089,3046,9,,2100.2502732240428
1090,3046,10,,2058.533333333335
1091,3046,11,,2190.4781420765007
1092,3046,12,,2295.0546448087434
1093,3046,13,,2227.758469945357
1094,3046,14,,2320.0759562841545
1095,3046,15,,2634.1420765027337
1096,3046,16,,2676.4021857923462
1097,3046,17,,2829.3986338797804
1098,3046,18,,2226.774316939891
1099,3046,19,,1626.9420765027312
1100,3046,20,,1370.4256830601098
1101,3046,21,,1328.4748633879788
1102,3046,22,,1085.5
1103,3046,23,,766.2524590163935
1104,3047,0,,552.5327868852462
1105,3047,1,,381.51475409836064
1106,3047,2,,307.1901639344264
1107,3047,3,,267.6918032786888
1108,3047,4,,280.4262295081968
1109,3047,5,,449.26284153005486
1110,3047,6,,980.6928961748637
1111,3047,7,,1772.7524590163935
1112,3047,8,,2334.469398907102
1113,3047,9,,2095.326229508195
1114,3047,10,,2120.9770491803283
1115,3047,11,,2260.7693989071026
1116,3047,12,,2379.6863387978124
1117,3047,13,,2301.9814207650256
1118,3047,14,,2357.1256830601083
1119,3047,15,,2541.6841530054653
1120,3047,16,,2596.5469945355185
1121,3047,17,,2683.9524590163946
1122,3047,18,,2203.1147540983598
1123,3047,19,,1738.7918032786881
1124,3047,20,,1449.7311475409842
1125,3047,21,,1386.926229508197
1126,3047,22,,1135.0333333333333
1127,3047,23,,811.4863387978145
1128,3048,0,,86.67158469945355
1129,3048,1,,46.34863387978141
1130,3048,2,,30.950819672131193
1131,3048,3,,25.80054644808742
1132,3048,4,,32.06666666666667
1133,3048,5,,71.52404371584699
1134,3048,6,,282.943169398907
1135,3048,7,,612.4005464480873
1136,3048,8,,946.5765027322404
1137,3048,9,,751.0344262295083
1138,3048,10,,700.6273224043714
1139,3048,11,,732.1912568306012
1140,3048,12,,787.1928961748637
1141,3048,13,,721.9530054644807
1142,3048,14,,730.9103825136614
1143,3048,15,,816.677049180328
1144,3048,16,,853.278142076502
1145,3048,17,,967.6685792349728
1146,3048,18,,699.1732240437162
1147,3048,19,,477.49562841530087
1148,3048,20,,392.57814207650284
1149,3048,21,,350.9442622950817
1150,3048,22,,253.93661202185774
1151,3048,23,,157.33715846994536
1152,3049,0,,568.1092896174864
1153,3049,1,,392.9683060109288
1154,3049,2,,311.2781420765027
1155,3049,3,,272.12622950819684
1156,3049,4,,282.5830601092894
1157,3049,5,,443.8420765027322
1158,3049,6,,1011.0360655737702
1159,3049,7,,1805.2284153005455
1160,3049,8,,2333.858469945356
1161,3049,9,,2057.7896174863376
1162,3049,10,,2072.256284153005
1163,3049,11,,2193.3759562841506
1164,3049,12,,2321.3868852459004
1165,3049,13,,2266.218579234971
1166,3049,14,,2320.380327868854
1167,3049,15,,2470.9032786885255
1168,3049,16,,2547.917486338796
1169,3049,17,,2653.221038251367
1170,3049,18,,2124.743169398906
1171,3049,19,,1671.7874316939885
1172,3049,20,,1429.1617486338785
1173,3049,21,,1389.660109289619
1174,3049,22,,1161.0863387978143
1175,3049,23,,830.9289617486344
1176,3050,0,,435.4792349726775
1177,3050,1,,305.9431693989075
1178,3050,2,,243.9092896174862
1179,3050,3,,216.48087431694006
1180,3050,4,,214.14918032786883
1181,3050,5,,334.1737704918034
1182,3050,6,,722.0125683060108
1183,3050,7,,1313.4885245901637
1184,3050,8,,1749.4693989071036
1185,3050,9,,1560.8896174863387
1186,3050,10,,1568.1453551912587
1187,3050,11,,1641.8426229508198
1188,3050,12,,1729.6278688524592
1189,3050,13,,1694.3967213114763
1190,3050,14,,1714.607103825137
1191,3050,15,,1792.5972677595653
1192,3050,16,,1825.0431693989076
1193,3050,17,,1876.490437158471
1194,3050,18,,1491.322950819672
1195,3050,19,,1181.1759562841535
1196,3050,20,,1030.2371584699463
1197,3050,21,,1017.5972677595627
1198,3050,22,,855.4732240437155
1199,3050,23,,631.1792349726775
1200,3051,0,,450.2508196721313
1201,3051,1,,309.60382513661165
1202,3051,2,,243.1775956284151
1203,3051,3,,213.81912568305987
1204,3051,4,,211.66502732240428
1205,3051,5,,323.4448087431695
1206,3051,6,,776.2092896174864
1207,3051,7,,1522.889071038251
1208,3051,8,,2101.763387978142
1209,3051,9,,1875.7907103825105
1210,3051,10,,1875.9519125683062
1211,3051,11,,1950.786885245901
1212,3051,12,,2053.1732240437163
1213,3051,13,,2021.7213114754093
1214,3051,14,,2056.2803278688525
1215,3051,15,,2148.9355191256823
1216,3051,16,,2173.782513661203
1217,3051,17,,2200.5632513661208
1218,3051,18,,1720.6874316939902
1219,3051,19,,1339.5497267759563
1220,3051,20,,1162.637158469945
1221,3051,21,,1138.838797814208
1222,3051,22,,935.9983606557381
1223,3051,23,,671.0360655737703
1224,3052,0,53.0,248.51857923497292
1225,3052,1,15.0,141.46393442622943
1226,3052,2,18.0,96.7327868852458
1227,3052,3,13.0,77.63387978142076
1228,3052,4,32.0,85.01803278688529
1229,3052,5,99.0,159.95355191256826
1230,3052,6,504.0,514.6786885245903
1231,3052,7,743.0,1462.1857923497278
1232,3052,8,1406.0,2488.147540983608
1233,3052,9,977.0,1878.7060109289619
1234,3052,10,654.0,1737.2497267759554
1235,3052,11,610.0,1855.2601092896173
1236,3052,12,678.0,1957.5234972677595
1237,3052,13,660.0,1884.3519125683065
1238,3052,14,651.0,1954.8825136612022
1239,3052,15,696.0,2160.0688524590173
1240,3052,16,726.0,2319.3551912568305
1241,3052,17,720.0,2657.140573770491
1242,3052,18,652.0,1742.746448087432
1243,3052,19,339.0,1161.1065573770488
1244,3052,20,271.0,862.6262295081959
1245,3052,21,295.0,805.3043715846997
1246,3052,22,157.0,646.1808743169399
1247,3052,23,129.0,420.08743169398866
1248,3053,0,46.0,559.1475409836065
1249,3053,1,17.0,383.6814207650276
1250,3053,2,18.0,303.05956284153024
1251,3053,3,6.0,269.7300546448089
1252,3053,4,48.0,273.8426229508198
1253,3053,5,108.0,439.4426229508193
1254,3053,6,255.0,1006.4464480874324
1255,3053,7,425.0,1939.6633879781432
1256,3053,8,769.0,2554.8579234972663
1257,3053,9,600.0,2210.6431693989075
1258,3053,10,417.0,2191.9792349726767
1259,3053,11,387.0,2313.1147540983607
1260,3053,12,483.0,2435.7442622950844
1261,3053,13,429.0,2375.9530054644824
1262,3053,14,400.0,2439.130601092897
1263,3053,15,425.0,2602.509289617486
1264,3053,16,449.0,2727.838251366123
1265,3053,17,674.0,2845.0066939890694
1266,3053,18,852.0,2189.990163934426
1267,3053,19,390.0,1682.9557377049184
1268,3053,20,168.0,1413.1284153005472
1269,3053,21,97.0,1384.8010928961744
1270,3053,22,67.0,1150.2502732240434
1271,3053,23,58.0,825.960655737705
1272,3054,0,,557.8748633879778
1273,3054,1,,388.3114754098361
1274,3054,2,,307.0688524590164
1275,3054,3,,271.26229508196724
1276,3054,4,,265.1218579234972
1277,3054,5,,395.2852459016395
1278,3054,6,,850.9830601092895
1279,3054,7,,1664.379781420765
1280,3054,8,,2300.6836065573775
1281,3054,9,,2009.2803278688523
1282,3054,10,,2013.7333333333331
1283,3054,11,,2149.280874316938
1284,3054,12,,2279.057377049181
1285,3054,13,,2237.315846994537
1286,3054,14,,2285.2983606557373
1287,3054,15,,2414.001092896177
1288,3054,16,,2503.0644808743164
1289,3054,17,,2623.44112021858
1290,3054,18,,2041.432786885246
1291,3054,19,,1578.8229508196723
1292,3054,20,,1333.7426229508203
1293,3054,21,,1334.351912568306
1294,3054,22,,1125.3967213114747
1295,3054,23,,821.8890710382503
1296,3055,0,,480.9934426229509
1297,3055,1,,335.37431693989083
1298,3055,2,,265.51530054644826
1299,3055,3,,234.93770491803258
1300,3055,4,,227.02404371584703
1301,3055,5,,335.33825136612
1302,3055,6,,709.4677595628424
1303,3055,7,,1340.9185792349729
1304,3055,8,,1721.7595628415306
1305,3055,9,,1570.9584699453546
1306,3055,10,,1589.1754098360652
1307,3055,11,,1694.7726775956291
1308,3055,12,,1792.3896174863391
1309,3055,13,,1757.554098360655
1310,3055,14,,1802.0120218579227
1311,3055,15,,1896.1153005464475
1312,3055,16,,1941.38524590164
1313,3055,17,,1977.7711748633876
1314,3055,18,,1650.3420765027327
1315,3055,19,,1314.4928961748633
1316,3055,20,,1107.0464480874323
1317,3055,21,,1114.5174863387972
1318,3055,22,,961.1754098360661
1319,3055,23,,705.7595628415295
1320,3056,0,11.0,393.6377049180329
1321,3056,1,7.0,260.91311475409844
1322,3056,2,5.0,192.83060109289613
1323,3056,3,8.0,146.3344262295082
1324,3056,4,4.0,130.85519125683072
1325,3056,5,7.0,202.40054644808737
1326,3056,6,62.0,632.3071038251361
1327,3056,7,168.0,1651.3693989071037
1328,3056,8,317.0,2408.8983606557385
1329,3056,9,201.0,1854.0928961748634
1330,3056,10,131.0,1651.8622950819665
1331,3056,11,119.0,1771.8546448087434
1332,3056,12,130.0,1928.1961748633876
1333,3056,13,143.0,1838.6530054644793
1334,3056,14,128.0,1892.5021857923502
1335,3056,15,104.0,2086.6967213114763
1336,3056,16,105.0,2286.4956284152972
1337,3056,17,131.0,2466.6806010928967
1338,3056,18,107.0,1762.1633879781418
1339,3056,19,88.0,1271.2639344262298
1340,3056,20,55.0,1048.301639344262
1341,3056,21,43.0,978.9814207650284
1342,3056,22,29.0,807.1502732240439
1343,3056,23,21.0,598.8677595628415
1344,3058,0,,110.42131147540981
1345,3058,1,,73.87923497267758
1346,3058,2,,56.117486338797775
1347,3058,3,,46.7071038251366
1348,3058,4,,55.57978142076506
1349,3058,5,,84.38087431693988
1350,3058,6,,231.99071038251375
1351,3058,7,,524.7071038251372
1352,3058,8,,696.5218579234974
1353,3058,9,,651.4737704918036
1354,3058,10,,645.375956284153
1355,3058,11,,690.0584699453551
1356,3058,12,,678.7316939890715
1357,3058,13,,672.2409836065573
1358,3058,14,,693.6961748633878
1359,3058,15,,700.507103825137
1360,3058,16,,736.0480874316943
1361,3058,17,,736.4558743169403
1362,3058,18,,569.4999999999999
1363,3058,19,,419.5551912568307
1364,3058,20,,302.5721311475409
1365,3058,21,,257.30983606557373
1366,3058,22,,209.61639344262292
1367,3058,23,,158.19562841530038
1368,3059,0,151.0,131.67049180327862
1369,3059,1,95.0,77.52185792349725
1370,3059,2,66.0,50.825683060109284
1371,3059,3,42.0,38.49125683060109
1372,3059,4,82.0,35.98196721311473
1373,3059,5,290.0,76.83333333333333
1374,3059,6,1128.0,350.80382513661203
1375,3059,7,2359.0,1015.0519125683068
1376,3059,8,3839.0,1676.6546448087422
1377,3059,9,2691.0,1259.7857923497263
1378,3059,10,1944.0,1163.181420765028
1379,3059,11,1854.0,1234.151366120218
1380,3059,12,2257.0,1321.8333333333335
1381,3059,13,2291.0,1250.034972677596
1382,3059,14,1990.0,1269.708196721311
1383,3059,15,2273.0,1379.922404371585
1384,3059,16,2257.0,1498.91038251366
1385,3059,17,2775.0,1781.1748633879772
1386,3059,18,2295.0,1136.4622950819667
1387,3059,19,1462.0,739.3032786885251
1388,3059,20,932.0,544.9841530054641
1389,3059,21,769.0,495.2797814207656
1390,3059,22,694.0,393.49726775956293
1391,3059,23,322.0,234.8606557377052
1392,3060,0,,79.33606557377051
1393,3060,1,,49.036065573770436
1394,3060,2,,35.87267759562841
1395,3060,3,,29.858469945355214
1396,3060,4,,39.13278688524589
1397,3060,5,,92.72622950819665
1398,3060,6,,281.948087431694
1399,3060,7,,786.3912568306007
1400,3060,8,,1365.124043715848
1401,3060,9,,925.3202185792347
1402,3060,10,,784.0262295081967
1403,3060,11,,843.2300546448092
1404,3060,12,,879.6142076502732
1405,3060,13,,849.2480874316943
1406,3060,14,,872.3759562841533
1407,3060,15,,939.3535519125684
1408,3060,16,,1187.3540983606554
1409,3060,17,,1361.7995901639338
1410,3060,18,,773.8945355191257
1411,3060,19,,449.6584699453552
1412,3060,20,,290.37814207650274
1413,3060,21,,249.50765027322404
1414,3060,22,,202.02950819672117
1415,3060,23,,125.65464480874319
1416,3061,0,,545.4327868852461
1417,3061,1,,372.866120218579
1418,3061,2,,293.4737704918032
1419,3061,3,,266.3715846994535
1420,3061,4,,281.5278688524589
1421,3061,5,,393.6808743169398
1422,3061,6,,827.5387978142073
1423,3061,7,,1602.731693989071
1424,3061,8,,2223.584153005466
1425,3061,9,,2021.5049180327867
1426,3061,10,,2036.177049180326
1427,3061,11,,2212.4153005464477
1428,3061,12,,2339.538797814208
1429,3061,13,,2304.5672131147567
1430,3061,14,,2341.6868852459024
1431,3061,15,,2416.96612021858
1432,3061,16,,2377.7125683060085
1433,3061,17,,2340.762704918035
1434,3061,18,,1899.8644808743172
1435,3061,19,,1462.355191256831
1436,3061,20,,1217.5519125683065
1437,3061,21,,1233.8000000000002
1438,3061,22,,1044.0338797814195
1439,3061,23,,794.6043715846994
1440,3062,0,12.0,185.27267759562835
1441,3062,1,6.0,113.10109289617486
1442,3062,2,7.0,81.22513661202188
1443,3062,3,7.0,64.8590163934426
1444,3062,4,5.0,64.99945355191252
1445,3062,5,23.0,113.58251366120221
1446,3062,6,131.0,419.0868852459016
1447,3062,7,458.0,1252.3683060109292
1448,3062,8,752.0,1944.9934426229495
1449,3062,9,487.0,1423.604918032786
1450,3062,10,264.0,1247.4480874316944
1451,3062,11,208.0,1339.7939890710384
1452,3062,12,222.0,1472.2661202185784
1453,3062,13,246.0,1376.9994535519124
1454,3062,14,207.0,1403.8715846994537
1455,3062,15,185.0,1557.2983606557375
1456,3062,16,163.0,1737.957377049179
1457,3062,17,212.0,1999.414617486339
1458,3062,18,204.0,1289.7344262295082
1459,3062,19,140.0,861.448087431694
1460,3062,20,82.0,651.7540983606559
1461,3062,21,89.0,587.4502732240435
1462,3062,22,61.0,460.5387978142074
1463,3062,23,27.0,308.9726775956285
1464,3064,0,,337.10273224043704
1465,3064,1,,289.6382513661199
1466,3064,2,,251.2874316939888
1467,3064,3,,235.8469945355191
1468,3064,4,,223.90109289617496
1469,3064,5,,206.65355191256822
1470,3064,6,,247.26885245901659
1471,3064,7,,337.5743169398905
1472,3064,8,,431.91530054644807
1473,3064,9,,404.0218579234972
1474,3064,10,,388.52349726775975
1475,3064,11,,414.0672131147539
1476,3064,12,,407.4775956284151
1477,3064,13,,396.79508196721326
1478,3064,14,,418.4601092896173
1479,3064,15,,426.51967213114733
1480,3064,16,,443.53114754098374
1481,3064,17,,468.4491803278691
1482,3064,18,,417.42950819672126
1483,3064,19,,402.9540983606561
1484,3064,20,,376.13551912568323
1485,3064,21,,412.31912568306007
1486,3064,22,,417.2961748633878
1487,3064,23,,386.28579234972693
1488,3065,0,,141.35464480874316
1489,3065,1,,85.60273224043723
1490,3065,2,,62.071584699453496
1491,3065,3,,54.925136612021916
1492,3065,4,,95.45464480874317
1493,3065,5,,203.19508196721313
1494,3065,6,,428.93989071038243
1495,3065,7,,1029.7961748633882
1496,3065,8,,1567.9049180327868
1497,3065,9,,1261.9797814207634
1498,3065,10,,1180.8655737704933
1499,3065,11,,1249.6808743169402
1500,3065,12,,1298.5071038251353
1501,3065,13,,1259.513114754098
1502,3065,14,,1279.234972677595
