,site_no,hour_of_day,index,hourly_traffic_avg
1503,3065,15,,1340.6879781420773
1504,3065,16,,1376.6617486338794
1505,3065,17,,1457.4856557377052
1506,3065,18,,1075.0907103825132
1507,3065,19,,788.3792349726775
1508,3065,20,,577.4830601092898
1509,3065,21,,517.0939890710379
1510,3065,22,,413.90928961748625
1511,3065,23,,242.04153005464477
1512,3066,0,,147.63715846994532
1513,3066,1,,89.23060109289621
1514,3066,2,,63.25846994535516
1515,3066,3,,47.55191256830603
1516,3066,4,,51.08415300546446
1517,3066,5,,105.34590163934418
1518,3066,6,,385.33387978142105
1519,3066,7,,1126.4409836065572
1520,3066,8,,2038.3333333333328
1521,3066,9,,1318.1590163934422
1522,3066,10,,1149.344262295082
1523,3066,11,,1225.968852459016
1524,3066,12,,1330.1142076502722
1525,3066,13,,1261.608196721312
1526,3066,14,,1298.6841530054635
1527,3066,15,,1446.963934426228
1528,3066,16,,1608.369945355192
1529,3066,17,,1948.702049180327
1530,3066,18,,1162.9978142076511
1531,3066,19,,761.9322404371584
1532,3066,20,,552.41912568306
1533,3066,21,,500.5617486338794
1534,3066,22,,391.13278688524616
1535,3066,23,,252.1781420765025
1536,3067,0,,227.93989071038249
1537,3067,1,,138.43114754098363
1538,3067,2,,98.07158469945352
1539,3067,3,,86.00163934426232
1540,3067,4,,138.65519125683068
1541,3067,5,,279.65956284153015
1542,3067,6,,550.432786885246
1543,3067,7,,1161.4726775956285
1544,3067,8,,1709.8989071038263
1545,3067,9,,1503.2945355191257
1546,3067,10,,1470.8125683060107
1547,3067,11,,1589.0743169398909
1548,3067,12,,1674.938251366121
1549,3067,13,,1625.5442622950811
1550,3067,14,,1627.6147540983613
1551,3067,15,,1676.0109289617476
1552,3067,16,,1748.2568306010935
1553,3067,17,,1842.5646174863402
1554,3067,18,,1410.1021857923495
1555,3067,19,,1079.1163934426227
1556,3067,20,,807.4491803278687
1557,3067,21,,712.1961748633879
1558,3067,22,,565.0415300546449
1559,3067,23,,350.3169398907106
1560,3069,0,,172.74043715846994
1561,3069,1,,101.8147540983607
1562,3069,2,,70.62021857923496
1563,3069,3,,60.86065573770491
1564,3069,4,,95.27814207650265
1565,3069,5,,205.86666666666653
1566,3069,6,,529.4879781420765
1567,3069,7,,1308.6431693989073
1568,3069,8,,2049.337704918034
1569,3069,9,,1565.3371584699457
1570,3069,10,,1457.3765027322402
1571,3069,11,,1535.8912568306018
1572,3069,12,,1638.2267759562853
1573,3069,13,,1563.2366120218576
1574,3069,14,,1620.0978142076494
1575,3069,15,,1776.642622950821
1576,3069,16,,1827.4967213114721
1577,3069,17,,2037.2893442622956
1578,3069,18,,1420.013661202186
1579,3069,19,,991.9284153005469
1580,3069,20,,737.3918032786883
1581,3069,21,,671.4092896174868
1582,3069,22,,533.5595628415299
1583,3069,23,,316.16448087431706
1584,3070,0,,304.7508196721313
1585,3070,1,,194.81857923497262
1586,3070,2,,149.43224043715847
1587,3070,3,,131.0655737704918
1588,3070,4,,148.6295081967212
1589,3070,5,,262.2595628415301
1590,3070,6,,765.0846994535513
1591,3070,7,,1483.7972677595624
1592,3070,8,,1864.1557377049173
1593,3070,9,,1601.3945355191245
1594,3070,10,,1504.4530054644817
1595,3070,11,,1545.1579234972692
1596,3070,12,,1664.7907103825128
1597,3070,13,,1582.9437158469946
1598,3070,14,,1635.9163934426238
1599,3070,15,,1826.7426229508194
1600,3070,16,,1969.6442622950801
1601,3070,17,,2052.828005464482
1602,3070,18,,1520.8071038251376
1603,3070,19,,1082.5950819672134
1604,3070,20,,942.2961748633879
1605,3070,21,,902.1338797814207
1606,3070,22,,702.0322404371582
1607,3070,23,,475.25081967213026
1608,3071,0,25.0,323.5049180327868
1609,3071,1,5.0,221.48142076502748
1610,3071,2,3.0,184.5426229508196
1611,3071,3,7.0,165.0114754098361
1612,3071,4,26.0,190.9628415300548
1613,3071,5,267.0,365.8557377049183
1614,3071,6,385.0,915.6508196721312
1615,3071,7,419.0,1788.7846994535535
1616,3071,8,490.0,2315.5355191256835
1617,3071,9,417.0,1833.285792349727
1618,3071,10,344.0,1660.6699453551917
1619,3071,11,308.0,1746.6202185792374
1620,3071,12,336.0,1877.1120218579229
1621,3071,13,286.0,1797.8420765027333
1622,3071,14,259.0,1901.1939890710373
1623,3071,15,338.0,2169.409836065573
1624,3071,16,376.0,2474.3043715846975
1625,3071,17,444.0,2712.400273224044
1626,3071,18,439.0,1786.9196721311475
1627,3071,19,228.0,1184.3316939890706
1628,3071,20,116.0,950.5672131147542
1629,3071,21,75.0,906.3666666666674
1630,3071,22,72.0,763.0639344262296
1631,3071,23,40.0,503.071038251366
1632,3072,0,,221.6524590163935
1633,3072,1,,154.63442622950816
1634,3072,2,,134.72185792349737
1635,3072,3,,127.35081967213114
1636,3072,4,,151.40382513661206
1637,3072,5,,264.1978142076502
1638,3072,6,,614.4841530054649
1639,3072,7,,1195.2284153005469
1640,3072,8,,1507.1398907103833
1641,3072,9,,1199.5032786885247
1642,3072,10,,1138.3830601092895
1643,3072,11,,1203.4021857923492
1644,3072,12,,1258.6191256830593
1645,3072,13,,1223.4109289617481
1646,3072,14,,1274.1169398907086
1647,3072,15,,1413.0491803278685
1648,3072,16,,1556.9327868852456
1649,3072,17,,1717.9415300546455
1650,3072,18,,1192.981420765027
1651,3072,19,,812.31693989071
1652,3072,20,,652.1677595628414
1653,3072,21,,611.925136612022
1654,3072,22,,513.325136612022
1655,3072,23,,339.0961748633883
1656,3073,0,40.0,171.9273224043716
1657,3073,1,19.0,96.66174863387984
1658,3073,2,21.0,61.90327868852462
1659,3073,3,6.0,49.36393442622952
1660,3073,4,16.0,51.37158469945357
1661,3073,5,88.0,99.88469945355192
1662,3073,6,233.0,384.7338797814208
1663,3073,7,676.0,1169.2819672131143
1664,3073,8,1360.0,2015.8306010928984
1665,3073,9,905.0,1572.9918032786895
1666,3073,10,681.0,1464.955737704919
1667,3073,11,583.0,1544.9907103825126
1668,3073,12,624.0,1675.1601092896183
1669,3073,13,563.0,1572.401092896175
1670,3073,14,521.0,1561.5103825136614
1671,3073,15,528.0,1697.699453551914
1672,3073,16,576.0,1770.2393442622947
1673,3073,17,699.0,2036.090027322402
1674,3073,18,773.0,1380.8879781420762
1675,3073,19,387.0,946.8240437158463
1676,3073,20,276.0,699.0934426229506
1677,3073,21,160.0,632.1131147540983
1678,3073,22,168.0,494.09344262295116
1679,3073,23,72.0,310.9819672131147
1680,3074,0,,296.41693989071024
1681,3074,1,,177.60491803278677
1682,3074,2,,124.27978142076499
1683,3074,3,,104.19562841530046
1684,3074,4,,113.33497267759569
1685,3074,5,,197.32786885245906
1686,3074,6,,540.3087431693993
1687,3074,7,,1141.792349726776
1688,3074,8,,1508.7579234972673
1689,3074,9,,1424.3715846994535
1690,3074,10,,1410.6043715846995
1691,3074,11,,1479.8945355191254
1692,3074,12,,1570.336065573771
1693,3074,13,,1478.4617486338798
1694,3074,14,,1546.4234972677611
1695,3074,15,,1740.2491803278688
1696,3074,16,,1792.1879781420773
1697,3074,17,,1844.5490437158476
1698,3074,18,,1469.2836065573765
1699,3074,19,,1084.792349726776
1700,3074,20,,895.4584699453542
1701,3074,21,,857.7743169398906
1702,3074,22,,678.010382513661
1703,3074,23,,461.97322404371573
1704,3075,0,,132.10655737704917
1705,3075,1,,81.55901639344258
1706,3075,2,,60.534972677595626
1707,3075,3,,50.11912568306015
1708,3075,4,,52.401092896174895
1709,3075,5,,113.61693989071047
1710,3075,6,,340.6765027322404
1711,3075,7,,1137.6622950819658
1712,3075,8,,1884.52950819672
1713,3075,9,,1244.9704918032792
1714,3075,10,,1049.6032786885248
1715,3075,11,,1100.6174863387978
1716,3075,12,,1206.5644808743166
1717,3075,13,,1170.6153005464491
1718,3075,14,,1178.6879781420769
1719,3075,15,,1306.0360655737704
1720,3075,16,,1493.483060109291
1721,3075,17,,1762.67131147541
1722,3075,18,,1012.7213114754106
1723,3075,19,,634.4972677595628
1724,3075,20,,474.18743169398886
1725,3075,21,,418.2584699453552
1726,3075,22,,340.57923497267774
1727,3075,23,,222.387431693989
1728,3076,0,19.0,267.8704918032787
1729,3076,1,6.0,176.30819672131136
1730,3076,2,1.0,128.97377049180335
1731,3076,3,5.0,97.72240437158469
1732,3076,4,7.0,80.77486338797809
1733,3076,5,13.0,115.63551912568302
1734,3076,6,43.0,324.36666666666656
1735,3076,7,142.0,908.820218579235
1736,3076,8,294.0,1432.4065573770497
1737,3076,9,195.0,1101.4825136612028
1738,3076,10,118.0,1025.0459016393434
1739,3076,11,134.0,1106.0103825136605
1740,3076,12,152.0,1178.869398907104
1741,3076,13,130.0,1140.2371584699445
1742,3076,14,124.0,1179.9344262295087
1743,3076,15,120.0,1279.7218579234968
1744,3076,16,125.0,1382.753551912568
1745,3076,17,150.0,1567.1879781420766
1746,3076,18,136.0,1088.7054644808738
1747,3076,19,76.0,797.1027322404371
1748,3076,20,73.0,668.9983606557377
1749,3076,21,56.0,629.1830601092897
1750,3076,22,35.0,527.1240437158467
1751,3076,23,24.0,397.3775956284156
1752,3077,0,,265.61857923497274
1753,3077,1,,170.29672131147547
1754,3077,2,,131.4519125683061
1755,3077,3,,115.96775956284156
1756,3077,4,,132.11857923497266
1757,3077,5,,238.92622950819677
1758,3077,6,,667.8972677595626
1759,3077,7,,1512.555737704918
1760,3077,8,,2391.0792349726794
1761,3077,9,,1666.3781420765029
1762,3077,10,,1581.7688524590167
1763,3077,11,,1684.7087431693983
1764,3077,12,,1766.4398907103835
1765,3077,13,,1697.531693989071
1766,3077,14,,1794.7879781420759
1767,3077,15,,2227.5240437158486
1768,3077,16,,2192.53169398907
1769,3077,17,,2440.073497267762
1770,3077,18,,1666.8475409836065
1771,3077,19,,1118.681420765028
1772,3077,20,,883.6797814207647
1773,3077,21,,805.0114754098363
1774,3077,22,,654.0530054644804
1775,3077,23,,441.2273224043712
1776,3078,0,,131.65519125683076
1777,3078,1,,75.56010928961749
1778,3078,2,,53.26557377049178
1779,3078,3,,41.95956284153002
1780,3078,4,,46.46174863387975
1781,3078,5,,94.5672131147541
1782,3078,6,,387.8306010928965
1783,3078,7,,866.8016393442626
1784,3078,8,,1188.1912568306018
1785,3078,9,,922.8491803278685
1786,3078,10,,866.5715846994531
1787,3078,11,,916.4278688524585
1788,3078,12,,1020.3819672131142
1789,3078,13,,962.2568306010919
1790,3078,14,,967.9202185792351
1791,3078,15,,1096.1185792349727
1792,3078,16,,1185.9327868852454
1793,3078,17,,1270.7147540983615
1794,3078,18,,870.545901639344
1795,3078,19,,582.8688524590161
1796,3078,20,,512.2644808743164
1797,3078,21,,486.242076502732
1798,3078,22,,344.73278688524596
1799,3078,23,,229.04535519125707
1800,3079,0,,139.04699453551905
1801,3079,1,,92.96393442622954
1802,3079,2,,68.85300546448093
1803,3079,3,,54.41530054644804
1804,3079,4,,61.297814207650305
1805,3079,5,,91.18907103825134
1806,3079,6,,228.86174863387984
1807,3079,7,,580.7540983606557
1808,3079,8,,823.5338797814217
1809,3079,9,,644.1054644808746
1810,3079,10,,575.8442622950821
1811,3079,11,,594.8284153005457
1812,3079,12,,608.1098360655739
1813,3079,13,,591.1939890710383
1814,3079,14,,623.975956284153
1815,3079,15,,662.8349726775964
1816,3079,16,,796.7065573770496
1817,3079,17,,830.0075136612027
1818,3079,18,,615.3114754098362
1819,3079,19,,427.3207650273223
1820,3079,20,,314.18469945355207
1821,3079,21,,279.6322404371585
1822,3079,22,,266.99289617486335
1823,3079,23,,207.13333333333338
1824,3080,0,,90.21803278688522
1825,3080,1,,56.96830601092896
1826,3080,2,,41.395628415300536
1827,3080,3,,35.92841530054643
1828,3080,4,,51.946994535519124
1829,3080,5,,103.47595628415306
1830,3080,6,,300.9721311475411
1831,3080,7,,783.8857923497271
1832,3080,8,,1258.9207650273224
1833,3080,9,,866.2060109289616
1834,3080,10,,727.590163934426
1835,3080,11,,788.7442622950819
1836,3080,12,,835.1349726775959
1837,3080,13,,808.6972677595622
1838,3080,14,,834.8459016393446
1839,3080,15,,909.7677595628404
1840,3080,16,,1135.925136612022
1841,3080,17,,1358.7453551912567
1842,3080,18,,816.7409836065581
1843,3080,19,,505.93879781420804
1844,3080,20,,333.8442622950821
1845,3080,21,,281.11147540983603
1846,3080,22,,229.41748633879806
1847,3080,23,,139.57704918032798
1848,3081,0,18.0,229.30273224043714
1849,3081,1,15.0,123.81857923497259
1850,3081,2,7.0,79.89289617486337
1851,3081,3,3.0,64.81912568306008
1852,3081,4,4.0,65.08524590163937
1853,3081,5,13.0,118.06721311475404
1854,3081,6,78.0,431.80601092896165
1855,3081,7,229.0,1251.8524590163931
1856,3081,8,358.0,2244.110928961749
1857,3081,9,302.0,1950.0841530054647
1858,3081,10,200.0,1957.3142076502722
1859,3081,11,189.0,2113.024043715847
1860,3081,12,209.0,2304.0830601092903
1861,3081,13,210.0,2334.3207650273207
1862,3081,14,199.0,2508.700546448088
1863,3081,15,285.0,2745.666120218579
1864,3081,16,256.0,2796.8196721311497
1865,3081,17,272.0,2797.0076502732254
1866,3081,18,219.0,1819.934972677596
1867,3081,19,138.0,1277.8923497267765
1868,3081,20,99.0,914.7907103825144
1869,3081,21,82.0,850.1650273224047
1870,3081,22,72.0,657.9644808743171
1871,3081,23,27.0,413.5125683060106
1872,3082,0,70.0,229.68415300546434
1873,3082,1,46.0,166.36284153005477
1874,3082,2,31.0,137.5897540983606
1875,3082,3,84.0,121.92322404371589
1876,3082,4,184.0,116.10860655737709
1877,3082,5,348.0,174.47650273224042
1878,3082,6,1129.0,482.95587431693957
1879,3082,7,2276.0,1115.5877049180326
1880,3082,8,3439.0,1416.4565573770496
1881,3082,9,2116.0,1023.3002732240437
1882,3082,10,1521.0,959.3669398907102
1883,3082,11,1413.0,1034.5232240437163
1884,3082,12,1587.0,1108.2401639344255
1885,3082,13,1851.0,1079.6221311475401
1886,3082,14,1390.0,1133.9770491803267
1887,3082,15,1305.0,1249.4377049180332
1888,3082,16,1071.0,1401.9000000000003
1889,3082,17,1258.0,1484.762295081969
1890,3082,18,922.0,1044.284426229509
1891,3082,19,544.0,706.461612021858
1892,3082,20,378.0,579.96543715847
1893,3082,21,364.0,574.7931693989071
1894,3082,22,265.0,484.2696721311475
1895,3082,23,174.0,342.86830601092936
1896,3083,0,28.0,723.7437158469945
1897,3083,1,13.0,545.3245901639347
1898,3083,2,8.0,460.831147540983
1899,3083,3,4.0,418.8928961748632
1900,3083,4,14.0,440.4650273224042
1901,3083,5,55.0,645.1021857923502
1902,3083,6,209.0,1297.26393442623
1903,3083,7,240.0,2330.062295081965
1904,3083,8,298.0,2918.667759562841
1905,3083,9,218.0,2581.197267759563
1906,3083,10,164.0,2533.5316939890695
1907,3083,11,126.0,2661.2803278688534
1908,3083,12,140.0,2800.583606557377
1909,3083,13,155.0,2729.418579234974
1910,3083,14,149.0,2780.892349726776
1911,3083,15,151.0,2981.342622950821
1912,3083,16,155.0,3085.9267759562854
1913,3083,17,187.0,3076.2280054644784
1914,3083,18,162.0,2377.996721311475
1915,3083,19,119.0,1790.9857923497268
1916,3083,20,85.0,1519.0103825136619
1917,3083,21,79.0,1535.16775956284
1918,3083,22,82.0,1358.9983606557362
1919,3083,23,38.0,1027.7961748633884
1920,3084,0,28.0,697.9415300546448
1921,3084,1,19.0,503.1622950819672
1922,3084,2,11.0,420.54098360655723
1923,3084,3,9.0,389.58469945355193
1924,3084,4,16.0,437.64426229508155
1925,3084,5,121.0,750.9163934426222
1926,3084,6,232.0,1677.4573770491804
1927,3084,7,456.0,3089.1284153005445
1928,3084,8,569.0,3948.440437158471
1929,3084,9,383.0,3284.087978142077
1930,3084,10,294.0,3137.7486338797808
1931,3084,11,313.0,3320.2366120218558
1932,3084,12,310.0,3489.3754098360646
1933,3084,13,281.0,3405.896721311477
1934,3084,14,248.0,3524.838251366119
1935,3084,15,276.0,3876.4469945355213
1936,3084,16,304.0,4181.249726775953
1937,3084,17,397.0,4320.75724043716
1938,3084,18,379.0,3118.800546448088
1939,3084,19,196.0,2232.25355191257
1940,3084,20,130.0,1824.8704918032793
1941,3084,21,101.0,1757.7972677595633
1942,3084,22,96.0,1489.3792349726764
1943,3084,23,62.0,1049.4415300546448
1944,3085,0,,352.01803278688516
1945,3085,1,,252.47650273224053
1946,3085,2,,207.1032786885247
1947,3085,3,,180.02622950819685
1948,3085,4,,173.69836065573773
1949,3085,5,,256.075956284153
1950,3085,6,,618.8704918032784
1951,3085,7,,1389.7513661202188
1952,3085,8,,1794.0426229508196
1953,3085,9,,1489.4491803278684
1954,3085,10,,1370.195081967213
1955,3085,11,,1460.4382513661194
1956,3085,12,,1547.1185792349718
1957,3085,13,,1506.5622950819672
1958,3085,14,,1583.6688524590163
1959,3085,15,,1770.8180327868859
1960,3085,16,,1990.7781420765034
1961,3085,17,,2112.41543715847
1962,3085,18,,1425.1355191256832
1963,3085,19,,984.251366120219
1964,3085,20,,835.065027322404
1965,3085,21,,814.4852459016399
1966,3085,22,,701.3852459016397
1967,3085,23,,525.8699453551915
1968,3087,0,,314.7628415300546
1969,3087,1,,212.2054644808743
1970,3087,2,,168.16557377049176
1971,3087,3,,151.8677595628415
1972,3087,4,,165.81639344262302
1973,3087,5,,288.5071038251364
1974,3087,6,,687.4737704918039
1975,3087,7,,1261.2409836065572
1976,3087,8,,1480.9387978142079
1977,3087,9,,1372.745355191258
1978,3087,10,,1329.245901639344
1979,3087,11,,1353.1693989071036
1980,3087,12,,1393.8961748633874
1981,3087,13,,1368.0377049180322
1982,3087,14,,1446.3721311475413
1983,3087,15,,1556.9076502732241
1984,3087,16,,1669.1054644808742
1985,3087,17,,1690.5643442622954
1986,3087,18,,1338.0349726775944
1987,3087,19,,1024.4426229508194
1988,3087,20,,865.99781420765
1989,3087,21,,820.0005464480878
1990,3087,22,,692.5453551912576
1991,3087,23,,471.62185792349726
1992,3088,0,7.0,193.5617486338797
1993,3088,1,4.0,112.26557377049164
1994,3088,2,4.0,80.19180327868841
1995,3088,3,1.0,65.8420765027322
1996,3088,4,32.0,77.01693989071042
1997,3088,5,58.0,151.57322404371598
1998,3088,6,215.0,576.5158469945354
1999,3088,7,335.0,1159.3513661202182
2000,3088,8,432.0,1586.1262295081972
2001,3088,9,424.0,1325.836065573771
2002,3088,10,353.0,1238.3185792349732
2003,3088,11,293.0,1286.1125683060097
2004,3088,12,439.0,1411.2852459016397
2005,3088,13,304.0,1336.0841530054645
2006,3088,14,246.0,1338.9584699453555
2007,3088,15,244.0,1469.8825136612033
2008,3088,16,235.0,1568.6213114754094
2009,3088,17,290.0,1650.4818306010932
2010,3088,18,281.0,1217.9622950819678
2011,3088,19,107.0,850.8065573770488
2012,3088,20,151.0,746.5136612021857
2013,3088,21,62.0,680.4803278688521
2014,3088,22,25.0,490.0999999999999
2015,3088,23,17.0,329.04863387978156
2016,3089,0,,441.79071038251357
2017,3089,1,,318.207103825137
2018,3089,2,,237.49781420765018
2019,3089,3,,199.7109289617485
2020,3089,4,,212.2983606557377
2021,3089,5,,318.76830601092905
2022,3089,6,,683.627322404372
2023,3089,7,,1487.1628415300543
2024,3089,8,,2060.505464480873
2025,3089,9,,1801.5103825136614
2026,3089,10,,1721.2289617486317
2027,3089,11,,1815.9677595628411
2028,3089,12,,1903.8120218579259
2029,3089,13,,1841.2912568306012
2030,3089,14,,1886.3344262295095
2031,3089,15,,2057.1480874316953
2032,3089,16,,2335.251912568307
2033,3089,17,,2512.688524590166
2034,3089,18,,1722.6054644808746
2035,3089,19,,1222.5639344262302
2036,3089,20,,1001.5792349726762
2037,3089,21,,955.8874316939897
2038,3089,22,,840.7557377049175
2039,3089,23,,622.4693989071044
2040,3090,0,101.0,911.8946721311482
2041,3090,1,63.0,726.963114754099
2042,3090,2,57.0,637.1741803278691
2043,3090,3,100.0,610.3699453551911
2044,3090,4,135.0,635.687431693989
2045,3090,5,640.0,869.9683060109288
2046,3090,6,1009.0,1533.5982240437152
2047,3090,7,1505.0,2448.0933060109282
2048,3090,8,2077.0,3020.434562841529
2049,3090,9,1440.0,2562.390300546447
2050,3090,10,1030.0,2528.648633879782
2051,3090,11,1049.0,2667.7721311475416
2052,3090,12,1090.0,2775.0117486338786
2053,3090,13,1212.0,2724.6265027322397
2054,3090,14,1052.0,2775.1025956284157
2055,3090,15,1038.0,2939.3135245901644
2056,3090,16,958.0,3022.1797814207657
2057,3090,17,1130.0,3057.759289617488
2058,3090,18,863.0,2439.503415300547
2059,3090,19,596.0,1937.3845628415313
2060,3090,20,391.0,1675.706830601093
2061,3090,21,417.0,1664.4957650273227
2062,3090,22,315.0,1480.9942622950812
2063,3090,23,175.0,1202.4916666666668
2064,3091,0,,78.10819672131146
2065,3091,1,,43.238251366120245
2066,3091,2,,28.263387978142095
2067,3091,3,,22.814754098360666
2068,3091,4,,23.132786885245892
2069,3091,5,,40.06502732240438
2070,3091,6,,152.33715846994536
2071,3091,7,,466.77213114754124
2072,3091,8,,931.9868852459015
2073,3091,9,,691.379781420765
2074,3091,10,,622.0431693989074
2075,3091,11,,669.3065573770488
2076,3091,12,,730.4349726775959
2077,3091,13,,706.2868852459012
2078,3091,14,,717.7464480874315
2079,3091,15,,768.5224043715849
2080,3091,16,,820.4901639344258
2081,3091,17,,946.2934426229501
2082,3091,18,,583.3551912568305
2083,3091,19,,444.3442622950819
2084,3091,20,,310.56010928961774
2085,3091,21,,301.2983606557379
2086,3091,22,,226.7557377049181
2087,3091,23,,141.67049180327868
2088,3092,0,,524.1480874316941
2089,3092,1,,364.27267759562824
2090,3092,2,,289.1661202185794
2091,3092,3,,246.8207650273223
2092,3092,4,,253.55792349726775
2093,3092,5,,411.04972677595634
2094,3092,6,,904.1497267759564
2095,3092,7,,1598.6704918032774
2096,3092,8,,2036.0284153005446
2097,3092,9,,1849.067759562842
2098,3092,10,,1894.5393442622944
2099,3092,11,,2024.460655737705
2100,3092,12,,2142.7240437158475
2101,3092,13,,2080.9377049180325
2102,3092,14,,2106.796721311476
2103,3092,15,,2225.4830601092876
2104,3092,16,,2275.642622950821
2105,3092,17,,2322.008879781422
2106,3092,18,,1944.8688524590164
2107,3092,19,,1559.2579234972675
2108,3092,20,,1327.1333333333332
2109,3092,21,,1265.092896174863
2110,3092,22,,1045.8229508196716
2111,3092,23,,758.1469945355191
2112,3093,0,,0.0016393442622950822
2113,3093,1,,0.001092896174863388
2114,3093,2,,0.000546448087431694
2115,3093,3,,0.002185792349726776
2116,3093,4,,0.001092896174863388
2117,3093,5,,0.000546448087431694
2118,3093,6,,0.002185792349726776
2119,3093,7,,0.00273224043715847
2120,3093,8,,0.008743169398907106
2121,3093,9,,0.00546448087431694
2122,3093,10,,0.009836065573770493
2123,3093,11,,0.00819672131147541
2124,3093,12,,0.008743169398907104
2125,3093,13,,0.0092896174863388
2126,3093,14,,0.005464480874316939
2127,3093,15,,0.00546448087431694
2128,3093,16,,0.00546448087431694
2129,3093,17,,0.005464480874316939
2130,3093,18,,0.0049180327868852455
2131,3093,19,,0.002185792349726776
2132,3093,20,,0.0
2133,3093,21,,0.000546448087431694
2134,3093,22,,0.0016393442622950822
2135,3093,23,,0.000546448087431694
2136,3094,0,,688.216393442623
2137,3094,1,,497.36612021857917
2138,3094,2,,419.73879781420726
2139,3094,3,,380.84590163934405
2140,3094,4,,386.0928961748635
2141,3094,5,,629.4961748633879
2142,3094,6,,1620.9256830601084
2143,3094,7,,3086.2557377049197
2144,3094,8,,3747.6426229508215
2145,3094,9,,3161.0754098360667
2146,3094,10,,3022.2087431694003
2147,3094,11,,3223.1857923497273
2148,3094,12,,3416.2978142076504
2149,3094,13,,3331.260109289616
2150,3094,14,,3444.791256830602
2151,3094,15,,3812.007650273221
2152,3094,16,,4200.909836065574
2153,3094,17,,4391.1863387978165
2154,3094,18,,3137.537158469945
2155,3094,19,,2198.5661202185793
2156,3094,20,,1803.406010928963
2157,3094,21,,1752.121311475409
2158,3094,22,,1463.1016393442628
2159,3094,23,,1038.6655737704918
2160,3095,0,,262.05683060109277
2161,3095,1,,181.3311475409836
2162,3095,2,,146.09125683060103
2163,3095,3,,128.80819672131145
2164,3095,4,,191.67595628415316
2165,3095,5,,371.04426229508215
2166,3095,6,,684.8366120218583
2167,3095,7,,1416.306557377049
2168,3095,8,,2010.7125683060124
2169,3095,9,,1602.8306010928966
2170,3095,10,,1563.7398907103816
2171,3095,11,,1691.432786885246
2172,3095,12,,1759.9202185792349
2173,3095,13,,1747.3393442622937
2174,3095,14,,1808.6076502732246
2175,3095,15,,1931.2781420765023
2176,3095,16,,1968.6803278688524
2177,3095,17,,2091.974590163931
2178,3095,18,,1463.984699453552
2179,3095,19,,1064.293989071038
2180,3095,20,,843.5267759562846
2181,3095,21,,768.1874316939892
2182,3095,22,,635.0939890710384
2183,3095,23,,409.35355191256843
2184,3096,0,,139.9098360655737
2185,3096,1,,90.4622950819672
2186,3096,2,,71.69672131147537
2187,3096,3,,63.32076502732238
2188,3096,4,,70.16338797814213
2189,3096,5,,134.4803278688524
2190,3096,6,,362.4557377049181
2191,3096,7,,886.0934426229518
2192,3096,8,,1263.1267759562852
2193,3096,9,,987.4551912568305
2194,3096,10,,938.9163934426235
2195,3096,11,,998.3661202185797
2196,3096,12,,1054.35300546448
2197,3096,13,,1008.772677595628
2198,3096,14,,1050.1158469945367
2199,3096,15,,1184.0000000000002
2200,3096,16,,1305.1934426229514
2201,3096,17,,1470.7498633879786
2202,3096,18,,985.6677595628416
2203,3096,19,,651.4311475409839
2204,3096,20,,490.46448087431605
2205,3096,21,,439.51420765027336
2206,3096,22,,353.8333333333334
2207,3096,23,,234.74972677595622
2208,3098,0,,239.20109289617477
2209,3098,1,,163.00983606557367
2210,3098,2,,138.33934426229504
2211,3098,3,,128.00054644808745
2212,3098,4,,151.79781420765042
2213,3098,5,,293.1852459016393
2214,3098,6,,738.4224043715848
2215,3098,7,,1464.1672131147545
2216,3098,8,,1853.3759562841526
2217,3098,9,,1426.2448087431694
2218,3098,10,,1310.07868852459
2219,3098,11,,1378.5448087431703
2220,3098,12,,1467.058469945356
2221,3098,13,,1406.5087431693994
2222,3098,14,,1482.4644808743167
2223,3098,15,,1678.6005464480882
2224,3098,16,,1902.4999999999993
2225,3098,17,,2102.001092896175
2226,3098,18,,1378.746448087432
2227,3098,19,,904.7021857923496
2228,3098,20,,723.0338797814213
2229,3098,21,,693.9808743169401
2230,3098,22,,572.5469945355195
2231,3098,23,,374.4240437158469
2232,3099,0,,194.84644808743175
2233,3099,1,,105.96229508196717
2234,3099,2,,70.76557377049183
2235,3099,3,,54.23497267759562
2236,3099,4,,57.26229508196721
2237,3099,5,,119.1469945355191
2238,3099,6,,423.4300546448087
2239,3099,7,,927.8535519125687
2240,3099,8,,1403.821857923496
2241,3099,9,,1264.9928961748644
2242,3099,10,,1258.2021857923496
2243,3099,11,,1350.583060109289
2244,3099,12,,1457.9590163934422
2245,3099,13,,1381.2688524590167
2246,3099,14,,1410.0633879781424
2247,3099,15,,1587.8043715846989
2248,3099,16,,1664.6038251366126
2249,3099,17,,1854.759972677596
2250,3099,18,,1317.7180327868841
2251,3099,19,,909.3606557377055
2252,3099,20,,750.8114754098356
2253,3099,21,,710.5262295081969
2254,3099,22,,527.9409836065571
2255,3099,23,,336.65464480874334
2256,3101,0,,193.17049180327842
2257,3101,1,,127.92950819672126
2258,3101,2,,96.90928961748635
2259,3101,3,,84.81912568306012
2260,3101,4,,95.82622950819676
2261,3101,5,,171.4366120218579
2262,3101,6,,457.2213114754102
2263,3101,7,,920.4355191256831
2264,3101,8,,1099.1748633879786
2265,3101,9,,915.2868852459014
2266,3101,10,,862.5021857923504
2267,3101,11,,896.3262295081971
2268,3101,12,,950.7426229508196
2269,3101,13,,904.3409836065579
